IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,21,8.75e-05,250,21,21,23,6
1,229,0.00104166666666667,745,141,16,117,18
2,745,0.00414583333333333,1484,152,201,234,61
3,1484,0.0103291666666667,0,228,125,147,133
4,2402,0.0203375,0,421,218,336,185
5,3857,0.0364083333333333,2402,518,389,360,259
6,4631,0.0557041666666667,0,474,617,312,436
7,5229,0.0774916666666667,0,1118,560,225,604
8,6339,0.103904166666667,0,833,813,420,735
9,6615,0.131466666666667,3857,748,1318,483,888
10,6414,0.158191666666667,0,1543,934,546,1281
11,6252,0.184241666666667,0,1646,1140,595,1340
12,5673,0.207879166666667,0,1124,1521,660,1570
13,5965,0.232733333333333,0,1471,1919,585,1644
14,6924,0.261583333333333,4631,2397,1388,673,1756
15,7544,0.293016666666667,0,1468,1669,637,1893
16,8137,0.326920833333333,0,1713,2573,630,2034
17,8067,0.360533333333333,0,2375,1821,674,2112
18,6915,0.389345833333333,0,2534,1936,874,2218
19,5639,0.412841666666667,5229,2279,2230,941,2744
20,5780,0.436925,0,2226,3222,938,2780
21,7280,0.467258333333333,0,3159,2614,1192,2720
22,10290,0.510133333333333,0,3196,2560,1029,3191
23,13890,0.568008333333333,0,2477,3816,874,3665
24,16493,0.636729166666667,0,2932,3387,967,3613
25,16983,0.707491666666667,0,3288,2816,987,3488
26,13365,0.763179166666667,6339,3206,2928,1230,4169
27,9730,0.803720833333333,0,2392,4283,1343,4204
28,8140,0.8376375,0,2927,3163,1357,3815
29,7077,0.867125,0,3217,2650,1459,4052
30,5797,0.891279166666667,0,2260,3484,1464,4380
31,4405,0.909633333333333,0,2352,3541,1515,4224
32,3260,0.923216666666667,0,2657,3161,1397,4448
33,2189,0.9323375,6615,2332,3151,1421,4703
34,1493,0.938558333333333,0,2040,3967,1589,5025
35,1056,0.942958333333333,0,2431,3778,1827,5164
36,771,0.946170833333333,0,2434,3373,1867,5122
37,641,0.948841666666667,0,2144,3545,1708,5154
38,496,0.950908333333333,0,2246,3979,1810,5317
39,413,0.952629166666667,0,2394,3835,1756,5301
40,351,0.954091666666667,6414,2475,3363,2080,5170
41,318,0.955416666666667,0,2449,3981,1835,5122
42,255,0.956479166666667,0,2832,3805,1919,4969
43,216,0.957379166666667,0,2808,3309,1893,4727
44,235,0.958358333333333,0,2730,3550,2102,4614
45,224,0.959291666666667,0,3396,3985,2032,4670
46,230,0.96025,0,3255,3406,1992,4388
47,193,0.961054166666667,6252,3140,3492,2103,4552
48,208,0.961920833333333,0,3007,3671,2140,4452
49,283,0.9631,0,3811,3390,1999,4018
50,331,0.964479166666667,0,3206,3349,2061,3927
51,340,0.965895833333333,0,2850,3241,2129,4056
52,358,0.9673875,0,3383,3346,2079,3778
53,390,0.9690125,5673,4090,2914,2129,3493
54,368,0.970545833333333,0,3206,3161,2208,3501
55,403,0.972225,0,3128,2976,2130,3290
56,479,0.974220833333333,0,3597,2915,2174,3084
57,497,0.976291666666667,0,3232,2893,2171,2844
58,509,0.9784125,0,2959,2989,2164,2905
59,584,0.980845833333333,5965,3097,3065,2025,2769
60,730,0.9838875,0,3380,2940,2037,2641
61,657,0.986625,0,3031,3199,2058,2563
62,622,0.989216666666667,0,3280,3379,2291,2531
63,531,0.991429166666667,0,2888,3290,2157,2488
64,344,0.9928625,0,2870,3149,2157,2369
65,303,0.994125,0,3234,3469,2136,2320
66,230,0.995083333333333,6924,3272,3830,2127,2398
67,153,0.995720833333333,0,2843,3135,2095,2211
68,109,0.996175,0,3058,3090,2091,2033
69,56,0.996408333333333,0,3852,3746,1944,1976
70,46,0.9966,0,2829,3092,2133,1841
71,32,0.996733333333333,0,3121,3017,2268,1711
72,30,0.996858333333333,0,3587,3008,2024,1577
73,48,0.997058333333333,0,3998,3037,1874,1474
74,56,0.997291666666667,0,3080,2604,1932,1363
75,76,0.997608333333333,7544,3243,2395,1872,1220
76,85,0.9979625,0,3938,2519,1994,1218
77,64,0.998229166666667,0,3214,2253,2012,1106
78,42,0.998404166666667,0,2854,1836,2020,993
79,31,0.998533333333333,0,3170,1903,2037,919
80,16,0.9986,0,3022,1811,2006,953
81,18,0.998675,0,2145,1400,1844,845
82,21,0.9987625,0,2503,1420,1834,808
83,19,0.998841666666667,8137,2166,1348,1880,743
84,22,0.998933333333333,0,1724,1209,1922,729
85,16,0.999,0,1410,1085,2046,653
86,13,0.999054166666667,0,1768,1018,1870,602
87,14,0.9991125,0,1202,1083,1863,539
88,10,0.999154166666667,0,965,835,2134,587
89,16,0.999220833333333,0,1050,750,1734,498
90,15,0.999283333333333,0,1092,762,1833,463
91,16,0.99935,0,643,734,1913,462
92,17,0.999420833333333,8067,784,611,1873,431
93,14,0.999479166666667,0,887,594,1873,407
94,15,0.999541666666667,0,550,464,1837,362
95,18,0.999616666666667,0,597,604,1780,365
96,11,0.9996625,0,636,456,1736,346
97,14,0.999720833333333,0,521,432,1864,289
98,9,0.999758333333333,0,524,519,1819,335
99,13,0.9998125,6915,502,325,1906,289
100,9,0.99985,0,452,304,1825,275
101,12,0.9999,0,491,259,1782,258
102,7,0.999929166666667,0,373,369,1852,297
103,0,0.999929166666667,0,377,229,1761,271
104,3,0.999941666666667,0,311,261,1725,270
105,0,0.999941666666667,5639,287,310,1770,243
106,2,0.99995,0,218,245,1646,223
107,1,0.999954166666667,0,262,210,1667,228
108,0,0.999954166666667,0,218,187,1820,247
109,2,0.9999625,0,235,192,1734,209
110,0,0.9999625,0,288,169,1635,178
111,0,0.9999625,5780,177,189,1536,175
112,1,0.999966666666667,0,220,183,1526,136
113,0,0.999966666666667,0,143,181,1517,147
114,0,0.999966666666667,0,338,191,1655,144
115,1,0.999970833333333,0,137,199,1576,98
116,0,0.999970833333333,0,102,213,1594,105
117,0,0.999970833333333,0,416,194,1536,94
118,1,0.999975,0,175,140,1460,84
119,0,0.999975,7280,84,174,1454,78
120,0,0.999975,0,245,161,1386,81
121,0,0.999975,0,502,159,1434,55
122,0,0.999975,0,143,158,1417,67
123,1,0.999979166666667,0,242,136,1523,62
124,1,0.999983333333333,0,458,152,1401,71
125,0,0.999983333333333,0,188,144,1395,64
126,1,0.9999875,0,224,136,1268,70
127,0,0.9999875,0,64,130,1180,55
128,0,0.9999875,0,559,142,1193,64
129,0,0.9999875,0,232,129,1213,66
130,0,0.9999875,10290,115,135,1206,56
131,2,0.999995833333333,0,556,150,1154,69
132,0,0.999995833333333,0,141,145,1202,60
133,0,0.999995833333333,0,155,115,1109,60
134,0,0.999995833333333,0,146,139,1082,57
135,0,0.999995833333333,0,363,131,1098,57
136,0,0.999995833333333,0,128,133,1132,33
137,0,0.999995833333333,0,150,108,1050,65
138,0,0.999995833333333,0,289,115,983,41
139,0,0.999995833333333,0,109,99,982,47
140,0,0.999995833333333,0,147,101,1078,44
141,0,0.999995833333333,0,72,91,987,50
142,0,0.999995833333333,0,268,78,863,36
143,0,0.999995833333333,0,90,78,908,33
144,0,0.999995833333333,0,91,66,920,25
145,0,0.999995833333333,13890,169,62,843,28
146,0,0.999995833333333,0,63,67,810,33
147,0,0.999995833333333,0,157,52,747,22
148,0,0.999995833333333,0,62,57,805,18
149,0,0.999995833333333,0,74,37,714,18
150,0,0.999995833333333,0,94,39,814,11
151,0,0.999995833333333,0,59,37,680,14
152,0,0.999995833333333,0,40,35,624,19
153,1,1,0,47,28,621,12
154,0,1,0,48,24,623,12
155,0,1,0,5,16,515,9
156,0,1,0,71,18,538,6
