IntensityLevel,GrayCount,RedCount,GreenCount,BlueCount
0,38194,69456,18098,43865
1,32539,27540,28409,30983
2,22696,16629,24649,21984
3,16900,11900,20167,17398
4,11391,9231,16236,13447
5,8972,7581,12141,9642
6,7706,6787,9598,8315
7,6837,6432,8239,8208
8,6605,6528,7819,7824
9,6966,6599,7498,7618
10,7379,6500,7048,7694
11,7828,6481,6867,7925
12,7711,5976,6728,7524
13,7848,5385,6845,6876
14,7793,4790,6789,5668
15,6828,4314,6887,4497
16,6010,3885,7104,3664
17,5352,3621,6686,3403
18,4500,3191,5970,3249
19,3468,2687,4907,3180
20,2810,2296,4396,2641
21,2558,2110,3674,2151
22,2600,2071,2980,1787
23,2368,2054,2606,1568
24,1628,2077,2052,1471
25,1152,1933,1356,1213
26,769,1807,968,981
27,508,1514,680,880
28,353,1344,480,911
29,270,1168,356,839
30,178,1081,262,716
31,143,984,217,471
32,126,727,162,322
33,108,576,151,242
34,104,464,119,209
35,85,378,89,130
36,92,339,103,99
37,67,270,82,77
38,59,239,62,40
39,52,223,55,24
40,30,174,37,21
41,41,116,34,16
42,34,75,30,8
43,29,51,34,16
44,16,34,26,5
45,20,25,29,11
46,21,21,13,10
47,18,26,18,1
48,10,24,7,11
49,8,13,17,9
50,10,17,6,4
51,8,9,10,8
52,12,6,11,4
53,8,14,9,5
54,5,4,5,5
55,7,14,12,4
56,6,7,6,2
57,9,7,6,2
58,3,8,4,4
59,7,7,3,4
60,7,5,5,3
61,4,5,7,4
62,3,11,7,5
63,7,8,4,4
64,5,4,5,3
65,4,3,4,4
66,4,5,2,2
67,4,5,3,0
68,1,6,7,3
69,3,5,4,5
70,1,5,2,2
71,5,3,4,4
72,3,2,0,3
73,5,1,1,2
74,3,1,4,1
75,1,7,3,3
76,3,4,3,3
77,4,1,4,2
78,1,3,0,4
79,0,4,2,1
80,2,3,1,5
81,1,2,3,2
82,1,1,1,1
83,0,2,0,3
84,0,2,0,1
85,1,2,1,2
86,2,0,1,0
87,2,2,2,1
88,1,2,1,3
89,2,1,0,0
90,0,0,1,2
91,1,1,1,0
92,1,1,1,0
93,3,2,3,1
94,0,3,0,1
95,1,0,1,0
96,0,1,1,0
97,1,0,0,1
98,0,1,0,1
99,1,1,1,2
100,1,4,1,0
101,0,0,1,0
102,1,0,0,1
103,1,1,1,0
104,1,2,1,1
105,1,1,1,1
106,1,1,0,1
107,0,0,0,0
108,0,1,1,0
109,1,1,0,2
110,0,1,0,1
111,2,0,1,1
112,1,1,1,0
113,0,1,0,0
114,1,1,0,0
115,0,0,2,0
116,0,2,0,0
117,0,1,1,2
118,1,0,2,1
119,3,0,0,0
120,1,0,2,0
121,1,0,0,0
122,1,1,2,0
123,1,0,1,1
124,1,0,1,1
125,0,0,0,0
126,0,2,1,0
127,0,0,0,1
128,3,2,2,0
129,0,0,1,0
130,2,1,0,2
131,1,1,0,0
132,2,0,3,1
133,1,2,3,0
134,1,0,1,0
135,0,3,0,0
136,1,0,1,1
137,0,0,1,1
138,0,0,0,1
139,0,1,0,0
140,0,2,0,0
141,0,1,0,2
142,0,0,1,0
143,0,3,0,0
144,0,0,1,1
145,2,0,0,0
146,0,0,1,1
147,0,0,0,1
148,0,0,0,0
149,1,0,0,0
150,1,1,0,0
151,0,0,1,2
152,0,0,0,1
153,0,1,0,0
154,1,0,0,0
155,0,0,1,1
156,1,0,1,0
157,0,0,0,0
158,0,0,0,1
159,0,0,0,0
160,0,2,2,0
161,1,0,1,0
162,1,0,0,0
163,0,0,1,0
164,1,1,0,0
165,1,0,0,0
166,0,0,0,0
167,0,1,0,0
168,0,0,0,0
169,0,0,0,0
170,0,1,0,0
171,0,0,0,0
172,0,1,0,0
173,1,0,0,0
174,0,0,1,0
175,0,1,0,0
176,0,0,0,0
177,0,0,0,0
178,1,1,2,0
179,0,0,1,0
180,0,0,1,0
181,1,0,0,0
182,1,0,0,0
183,2,0,0,0
184,0,0,1,0
185,1,1,1,0
186,0,1,0,0
187,0,0,1,0
188,0,0,2,0
189,0,0,0,0
190,0,1,0,0
191,1,0,0,0
192,2,0,0,0
193,0,1,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,1,0
197,0,1,0,0
198,1,0,1,0
199,1,0,1,0
200,0,0,0,0
201,0,0,0,0
202,1,0,1,0
203,2,1,1,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,3,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,1,0
212,1,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,2,0,0
217,0,2,0,0
218,0,0,0,0
219,0,0,0,0
220,0,1,0,0
221,0,0,0,0
222,0,1,0,0
223,0,0,0,0
224,0,1,0,0
225,0,0,0,0
226,0,0,0,0
227,0,1,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,1,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
