IntensityLevel,GrayCount,RedCount,GreenCount,BlueCount
0,281,769,69,1020
1,735,1018,341,1222
2,984,1327,675,1330
3,1145,1868,969,1608
4,1338,2385,1129,2011
5,2131,2679,1373,2438
6,3531,3138,2126,3141
7,4825,3646,3984,4570
8,6297,4552,6161,6373
9,7660,5718,7540,7856
10,8295,6950,7930,8847
11,8568,8238,8230,9870
12,9389,9334,8783,10135
13,10009,9856,9433,9917
14,9822,9591,10114,8947
15,8713,9172,9496,8044
16,7519,8387,8075,7337
17,6964,6982,7269,6722
18,6719,6187,7296,5886
19,6565,5232,7132,4646
20,5668,4940,6151,4234
21,4867,5315,4869,4246
22,4726,5666,4886,4494
23,5216,5813,5296,5342
24,5397,5913,5591,5736
25,5247,5497,5353,5558
26,5136,5056,5356,5190
27,5118,4638,5688,4915
28,5918,4555,6374,5783
29,6647,5252,6956,6827
30,7402,6852,7373,7253
31,7878,8232,7380,7456
32,8509,8883,8374,7182
33,9147,9250,9231,6623
34,9748,9017,10281,7391
35,10591,8855,10682,8287
36,9314,9349,9372,8658
37,5676,7904,5920,7635
38,2957,5389,3208,5088
39,1504,2953,1670,3135
40,908,1624,905,2411
41,416,895,429,1854
42,191,531,213,1319
43,96,227,97,682
44,55,120,48,336
45,31,58,23,156
46,10,34,10,72
47,8,14,7,36
48,3,12,3,31
49,4,3,8,14
50,1,2,1,10
51,3,4,4,4
52,2,3,2,3
53,3,0,2,1
54,1,2,1,2
55,6,3,3,4
56,1,2,1,1
57,1,2,2,1
58,2,3,2,1
59,1,4,1,3
60,1,4,2,2
61,5,0,3,2
62,2,0,3,4
63,1,3,3,2
64,2,0,1,0
65,1,1,1,0
66,1,4,0,2
67,0,2,1,3
68,2,1,1,2
69,1,1,2,1
70,2,1,1,2
71,2,1,3,1
72,3,1,2,1
73,1,0,2,3
74,1,2,1,0
75,0,1,0,1
76,0,2,1,0
77,2,3,1,0
78,0,3,1,3
79,1,5,5,1
80,4,3,1,0
81,1,2,0,0
82,5,3,3,0
83,2,3,2,1
84,2,4,2,1
85,5,0,3,1
86,3,4,4,1
87,2,0,3,3
88,2,1,1,3
89,1,0,2,0
90,3,1,3,1
91,0,3,1,0
92,0,0,0,1
93,1,0,0,4
94,1,1,1,3
95,0,0,1,1
96,3,1,0,4
97,0,0,2,3
98,1,2,3,4
99,1,2,0,3
100,2,2,1,0
101,1,0,2,1
102,0,1,0,0
103,1,0,1,0
104,0,1,1,1
105,1,1,1,2
106,1,0,0,2
107,0,0,0,2
108,1,1,0,1
109,1,2,1,1
110,1,1,3,1
111,1,1,1,1
112,2,0,0,2
113,1,0,1,0
114,0,1,1,0
115,1,1,1,0
116,0,0,0,0
117,0,0,0,2
118,0,1,0,0
119,0,1,0,1
120,2,0,2,2
121,0,1,0,1
122,0,1,1,0
123,0,0,0,2
124,1,1,0,0
125,1,0,1,0
126,1,0,1,0
127,1,0,1,1
128,0,2,0,0
129,0,0,0,0
130,0,0,0,0
131,0,1,0,0
132,0,0,0,0
133,1,0,1,0
134,0,0,0,2
135,1,0,0,2
136,0,0,1,0
137,0,0,2,0
138,1,0,0,2
139,1,0,0,0
140,0,0,0,1
141,0,0,1,0
142,1,1,0,0
143,0,0,0,0
144,0,0,0,1
145,0,0,0,1
146,0,1,0,0
147,0,0,0,0
148,0,1,0,0
149,1,1,0,0
150,0,0,1,1
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,1,0
158,1,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,1,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,1
181,0,0,0,0
182,0,0,0,0
183,1,1,1,0
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,1,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,1,0,0,1
210,0,0,1,0
211,0,0,0,0
212,0,0,0,2
213,0,0,0,0
214,0,0,1,0
215,1,0,0,0
216,0,1,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,1,0
224,0,0,0,0
225,1,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,1
231,0,0,0,0
232,0,0,0,0
233,0,0,0,1
234,0,1,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,1,0
239,0,0,0,0
240,1,0,0,0
241,0,0,0,1
242,0,0,0,0
243,1,0,1,0
244,0,1,0,0
245,0,0,1,0
246,0,1,0,0
247,0,0,0,0
248,1,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,1,0,0
252,0,0,0,0
253,1,0,1,0
254,0,1,0,0
255,1,1,1,2
