IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,4,1.66666666666667e-05,783,36,12,100,4
1,57,0.000254166666666667,747,160,73,236,41
2,228,0.00120416666666667,868,222,184,237,65
3,494,0.0032625,896,399,183,300,99
4,747,0.006375,1010,299,255,349,189
5,868,0.00999166666666667,1075,484,232,317,234
6,896,0.013725,0,528,331,437,242
7,1010,0.0179333333333333,1273,430,352,363,295
8,1075,0.0224125,1406,450,382,541,399
9,1273,0.0277166666666667,0,587,421,417,384
10,1406,0.033575,1573,492,468,495,406
11,1573,0.0401291666666667,0,596,503,449,461
12,2041,0.0486333333333333,2041,558,484,554,544
13,2313,0.0582708333333333,0,585,539,572,449
14,2617,0.069175,2313,603,625,555,481
15,2817,0.0809125,0,610,548,527,640
16,2890,0.0929541666666667,0,780,619,639,618
17,3017,0.105525,2617,592,768,569,608
18,3131,0.118570833333333,0,726,744,620,708
19,3218,0.131979166666667,0,681,759,669,743
20,3387,0.146091666666667,2817,744,895,694,721
21,3636,0.161241666666667,0,724,839,670,879
22,3836,0.177225,0,890,870,562,959
23,4115,0.194370833333333,2890,853,931,628,915
24,4451,0.212916666666667,0,680,995,729,1097
25,5215,0.234645833333333,0,848,950,676,1174
26,6734,0.262704166666667,0,1032,1017,741,1148
27,9541,0.302458333333333,3017,807,1121,669,1272
28,12706,0.3554,0,871,1185,757,1292
29,15871,0.421529166666667,0,1167,1208,707,1393
30,18036,0.496679166666667,3131,1005,1360,720,1570
31,18003,0.571691666666667,0,895,1393,751,1716
32,16513,0.640495833333333,0,1088,1477,745,1798
33,13677,0.697483333333333,3218,1161,1575,786,1883
34,9778,0.738225,0,1077,1554,863,2434
35,5517,0.7612125,0,1094,1700,881,2382
36,3428,0.775495833333333,0,1422,1976,879,2659
37,2426,0.785604166666667,3387,1059,2070,864,3216
38,2342,0.7953625,0,1153,2076,887,3746
39,2196,0.8045125,0,1300,2316,906,3551
40,2225,0.813783333333333,0,1552,2641,944,3791
41,2356,0.8236,3636,1377,2767,963,5069
42,2486,0.833958333333333,0,1346,2891,1071,4687
43,2401,0.8439625,0,1977,3196,1135,4831
44,2381,0.853883333333333,0,1739,3504,1191,5362
45,2378,0.863791666666667,3836,1738,3539,1038,6175
46,2452,0.874008333333333,0,1859,3804,1100,5770
47,2571,0.884720833333333,0,2340,3948,1201,5723
48,2684,0.895904166666667,0,1988,4211,1190,6138
49,2654,0.9069625,4115,2210,4144,1276,6322
50,2557,0.917616666666667,0,2599,4365,1370,6165
51,2317,0.927270833333333,0,2397,4435,1355,5709
52,2117,0.936091666666667,0,2728,4543,1402,5748
53,2000,0.944425,0,2916,4669,1382,5415
54,1973,0.952645833333333,4451,3030,4484,1465,5070
55,1836,0.960295833333333,0,3165,4455,1488,4750
56,1857,0.968033333333333,0,3635,4643,1582,4368
57,1745,0.975304166666667,0,3619,4503,1656,4022
58,1477,0.981458333333333,0,3616,4273,1717,3690
59,1326,0.986983333333333,0,3801,4130,1802,3310
60,1080,0.991483333333333,5215,4144,4183,1677,3118
61,794,0.994791666666667,0,3954,3886,1875,2834
62,538,0.997033333333333,0,3952,3680,1838,2639
63,309,0.998320833333333,0,4398,3768,1846,2369
64,183,0.999083333333333,0,4256,3494,2011,2221
65,106,0.999525,0,3843,3390,2104,2078
66,40,0.999691666666667,0,4011,3237,2034,1891
67,24,0.999791666666667,6734,4264,3185,2143,1765
68,12,0.999841666666667,0,3876,2933,2021,1742
69,4,0.999858333333333,0,3553,2845,2092,1643
70,8,0.999891666666667,0,4080,2738,2256,1442
71,3,0.999904166666667,0,3311,2485,2253,1519
72,2,0.9999125,0,3111,2677,2203,1469
73,0,0.9999125,0,2743,2360,2145,1363
74,1,0.999916666666667,0,3537,2189,2177,1351
75,3,0.999929166666667,0,2616,2177,2248,1355
76,3,0.999941666666667,0,2472,1911,2353,1204
77,2,0.99995,9541,2583,1858,2315,1168
78,0,0.99995,0,2564,1696,2372,1223
79,0,0.99995,0,2213,1814,2414,1251
80,0,0.99995,0,1946,1447,2404,1190
81,1,0.999954166666667,0,2386,1379,2216,1150
82,0,0.999954166666667,0,1943,1282,2296,1207
83,0,0.999954166666667,0,1730,1267,2149,1173
84,0,0.999954166666667,0,1716,1130,2360,1160
85,1,0.999958333333333,0,2180,1151,2354,1212
86,0,0.999958333333333,0,1683,1183,2333,1292
87,0,0.999958333333333,0,1646,948,2192,1297
88,0,0.999958333333333,0,1942,993,2375,1264
89,0,0.999958333333333,0,1706,877,2310,1294
90,1,0.9999625,12706,1885,930,2177,1432
91,1,0.999966666666667,0,1750,849,2139,1347
92,1,0.999970833333333,0,1937,768,2016,1430
93,0,0.999970833333333,0,1808,862,2040,1432
94,0,0.999970833333333,0,1903,840,2052,1445
95,1,0.999975,0,1740,763,2140,1392
96,1,0.999979166666667,0,1647,884,2066,1446
97,0,0.999979166666667,0,1747,890,2090,1480
98,0,0.999979166666667,0,1696,799,1951,1460
99,0,0.999979166666667,0,1491,875,1835,1409
100,0,0.999979166666667,0,1412,857,1851,1432
101,0,0.999979166666667,0,1501,797,1762,1351
102,0,0.999979166666667,0,1360,770,1667,1293
103,0,0.999979166666667,0,1146,900,1653,1326
104,0,0.999979166666667,0,1244,801,1852,1207
105,1,0.999983333333333,0,1087,808,1786,1163
106,0,0.999983333333333,0,1022,842,1721,1100
107,0,0.999983333333333,15871,996,822,1506,1056
108,0,0.999983333333333,0,1034,793,1450,982
109,0,0.999983333333333,0,970,847,1412,949
110,0,0.999983333333333,0,870,809,1473,901
111,0,0.999983333333333,0,1077,792,1433,884
112,0,0.999983333333333,0,930,830,1354,791
113,1,0.9999875,0,970,805,1355,760
114,0,0.9999875,0,861,736,1320,751
115,0,0.9999875,0,1184,857,1296,712
116,0,0.9999875,0,1013,797,1241,677
117,0,0.9999875,0,913,823,1336,611
118,0,0.9999875,0,1129,883,1247,621
119,0,0.9999875,0,981,804,1172,605
120,0,0.9999875,0,1012,843,1114,577
121,0,0.9999875,0,925,822,1070,529
122,0,0.9999875,0,1177,944,1032,489
123,0,0.9999875,0,878,844,1212,504
124,0,0.9999875,0,994,905,1297,494
125,0,0.9999875,0,1169,953,1109,450
126,0,0.9999875,0,1015,866,1133,425
127,0,0.9999875,18036,1023,896,868,417
128,0,0.9999875,0,897,910,909,423
129,0,0.9999875,0,1285,976,999,395
130,0,0.9999875,0,948,884,1075,384
131,0,0.9999875,0,1002,889,966,379
132,0,0.9999875,0,1125,942,1069,343
133,0,0.9999875,0,939,860,955,367
134,0,0.9999875,0,1019,891,1030,357
135,0,0.9999875,0,893,780,899,336
136,0,0.9999875,0,1036,850,864,312
137,0,0.9999875,0,927,796,943,292
138,0,0.9999875,0,918,896,925,308
139,0,0.9999875,0,994,878,899,315
140,0,0.9999875,0,899,794,846,237
141,0,0.9999875,0,913,839,811,280
142,0,0.9999875,0,939,791,837,265
143,0,0.9999875,0,847,744,802,255
144,1,0.999991666666667,0,795,719,888,236
145,0,0.999991666666667,0,871,808,779,270
146,0,0.999991666666667,18003,721,646,816,219
147,0,0.999991666666667,0,781,589,691,215
148,1,0.999995833333333,0,646,591,761,228
149,0,0.999995833333333,0,518,550,672,224
150,1,1,0,521,446,656,193
151,0,1,0,450,481,818,189
152,0,1,0,446,461,755,170
153,0,1,0,332,365,652,189
154,0,1,0,371,350,672,169
155,0,1,0,244,367,715,141
156,0,1,0,246,319,655,179
157,0,1,0,233,289,619,125
158,0,1,0,225,225,649,115
159,0,1,0,170,311,679,110
160,0,1,0,155,198,779,131
161,0,1,0,157,183,592,101
162,0,1,0,128,221,661,87
163,0,1,16513,137,166,599,78
164,0,1,0,140,143,679,67
165,0,1,0,131,112,647,52
166,0,1,0,103,183,578,59
167,0,1,0,91,114,645,80
168,0,1,0,68,99,702,50
169,0,1,0,98,155,674,51
170,0,1,0,60,157,632,40
171,0,1,0,77,84,554,50
172,0,1,0,72,101,712,32
173,0,1,0,68,119,527,20
174,0,1,0,51,106,563,40
175,0,1,0,46,77,580,19
176,0,1,0,44,84,569,9
177,0,1,0,17,138,733,20
178,0,1,13677,8,66,598,9
179,0,1,0,3,61,579,9
180,0,1,0,3,85,642,7
181,0,1,0,0,118,754,3
182,0,1,0,1,36,609,3
183,0,1,0,1,44,593,3
184,0,1,0,0,120,658,4
185,0,1,0,1,26,589,1
186,0,1,0,3,40,641,1
187,0,1,0,0,97,541,0
188,0,1,9778,2,16,575,0
189,0,1,0,0,39,572,0
190,0,1,0,0,56,637,0
191,0,1,0,0,47,580,0
192,0,1,0,0,29,528,1
193,0,1,0,2,36,624,2
194,0,1,5517,2,53,612,0
195,0,1,0,0,20,570,1
196,0,1,0,0,18,524,2
197,0,1,0,0,48,571,1
198,0,1,3428,1,13,595,0
199,0,1,0,0,30,603,0
200,0,1,0,0,10,462,0
201,0,1,2426,0,4,414,0
202,0,1,0,1,3,586,0
203,0,1,2342,0,0,536,0
204,0,1,0,0,1,578,1
205,0,1,2196,0,1,511,0
206,0,1,0,1,0,329,0
207,0,1,0,0,0,408,0
208,0,1,2225,0,0,457,0
209,0,1,0,0,0,557,0
210,0,1,2356,0,0,452,0
211,0,1,0,0,0,422,0
212,0,1,0,0,0,453,0
213,0,1,2486,1,0,463,0
214,0,1,0,0,0,441,1
215,0,1,0,0,0,422,0
216,0,1,2401,0,0,342,0
217,0,1,0,0,1,344,0
218,0,1,2381,0,0,322,0
219,0,1,0,0,0,379,1
220,0,1,0,0,1,290,0
221,0,1,2378,0,0,271,0
222,0,1,0,0,0,254,0
223,0,1,2452,0,0,246,0
224,0,1,0,0,0,246,0
225,0,1,0,0,0,199,0
226,0,1,2571,0,0,224,0
227,0,1,0,0,0,198,0
228,0,1,0,0,0,209,0
229,0,1,2684,0,0,193,0
230,0,1,0,0,0,172,0
231,0,1,0,0,0,176,0
232,0,1,2654,0,0,148,0
233,0,1,0,0,0,171,0
234,0,1,2557,0,0,178,0
235,0,1,0,0,0,152,0
236,0,1,0,0,0,130,0
237,0,1,2317,0,0,104,0
238,0,1,0,0,0,188,0
239,0,1,2117,0,0,124,0
240,0,1,0,0,0,127,0
241,0,1,2000,0,0,117,0
242,0,1,0,0,0,128,0
243,0,1,1973,0,0,113,0
244,0,1,0,0,0,103,0
245,0,1,1836,0,0,86,0
246,0,1,0,0,0,80,0
247,0,1,1857,0,0,114,0
248,0,1,0,0,0,67,0
249,0,1,1745,0,0,70,0
250,0,1,0,0,0,69,0
251,0,1,1477,0,0,60,0
252,0,1,1326,0,0,52,0
253,0,1,1080,0,0,60,0
254,0,1,794,0,0,46,0
255,0,1,1250,0,0,47,0
