IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,2957,0.0123208333333333,0,5,8,22,1
1,6601,0.039825,0,61,41,77,38
2,8240,0.0741583333333333,0,351,246,106,330
3,10071,0.116120833333333,2957,2866,2808,269,2704
4,9747,0.156733333333333,0,135,305,412,357
5,7875,0.189545833333333,0,582,369,538,719
6,6481,0.21655,0,1699,1005,674,2685
7,5724,0.2404,0,4822,5649,900,3772
8,4980,0.26115,0,584,829,1458,1227
9,4301,0.279070833333333,0,922,921,283,1786
10,4195,0.29655,6601,7449,7076,347,5751
11,4255,0.314279166666667,0,489,874,499,1256
12,4422,0.332704166666667,0,564,1286,1141,1959
13,4475,0.35135,0,1995,1867,1356,3305
14,4618,0.370591666666667,0,8214,7488,1310,5586
15,4280,0.388425,0,549,1295,1502,1787
16,3896,0.404658333333333,0,1221,1583,1560,2491
17,3437,0.418979166666667,0,8840,7926,1763,3671
18,3233,0.43245,8240,506,908,486,4289
19,3169,0.445654166666667,0,846,1480,618,2049
20,3248,0.4591875,0,1675,2230,1306,2709
21,3419,0.473433333333333,0,6110,5153,2399,4083
22,3485,0.487954166666667,0,751,1131,1653,1873
23,3501,0.502541666666667,0,983,1681,1674,2045
24,3570,0.517416666666667,0,5529,4846,1933,2581
25,3837,0.533404166666667,0,665,966,1119,3019
26,5172,0.554954166666667,0,862,1351,1012,1980
27,6706,0.582895833333333,0,1220,1932,740,2102
28,7079,0.612391666666667,0,4231,3614,881,2737
29,6268,0.638508333333333,10071,841,1157,2111,2193
30,5872,0.662975,0,978,1727,2991,2069
31,6604,0.690491666666667,0,3861,1843,2075,2193
32,8008,0.723858333333333,0,884,2864,2015,2446
33,9073,0.7616625,0,941,1337,1380,2111
34,10371,0.804875,0,1075,1835,1213,2203
35,10270,0.847666666666667,0,2965,2836,872,2392
36,10010,0.889375,0,1067,1442,1018,2560
37,8945,0.926645833333333,0,1057,1902,1341,2515
38,5954,0.951454166666667,0,1580,2015,2506,2587
39,3110,0.9644125,0,2438,2477,2447,3103
40,1648,0.971279166666667,9747,1064,1976,2105,3070
41,1116,0.975929166666667,0,1155,2167,1827,3095
42,957,0.979916666666667,0,2840,2586,1449,3118
43,644,0.9826,0,1109,2098,1109,3698
44,506,0.984708333333333,0,1165,2288,1044,3642
45,442,0.98655,0,1608,2324,1239,3584
46,397,0.988204166666667,0,2205,2511,1528,3600
47,305,0.989475,0,1118,2398,2149,3903
48,268,0.990591666666667,7875,1421,2418,1875,3866
49,276,0.991741666666667,0,2409,2512,1993,3592
50,231,0.992704166666667,0,1304,2371,1745,3841
51,198,0.993529166666667,0,1611,2539,1412,3754
52,166,0.994220833333333,0,2201,2515,1210,3620
53,190,0.9950125,0,1845,2502,1233,3505
54,299,0.996258333333333,0,1536,2589,1573,3645
55,278,0.997416666666667,6481,2083,2599,1715,3662
56,157,0.998070833333333,0,2315,2617,2140,3411
57,109,0.998525,0,1707,2672,1781,3233
58,91,0.998904166666667,0,2193,2740,1999,3346
59,93,0.999291666666667,0,2127,2632,1729,3231
60,59,0.9995375,0,2161,2419,1492,3034
61,39,0.9997,5724,1980,2718,1468,2996
62,29,0.999820833333333,0,2372,2552,1544,2913
63,18,0.999895833333333,0,2205,2580,1881,2832
64,12,0.999945833333333,0,2150,2626,1915,2815
65,4,0.9999625,0,2340,2782,1925,2788
66,4,0.999979166666667,4980,1943,2537,1802,2710
67,0,0.999979166666667,0,2202,2652,2094,2583
68,1,0.999983333333333,0,2157,2512,1739,2536
69,2,0.999991666666667,0,2301,2616,1647,2411
70,0,0.999991666666667,0,2339,2726,1680,2472
71,0,0.999991666666667,4301,2326,2652,1932,2374
72,0,0.999991666666667,0,2706,2654,1995,2353
73,0,0.999991666666667,0,2885,2615,1922,2378
74,0,0.999991666666667,0,2613,2827,1802,2305
75,0,0.999991666666667,4195,2546,2653,1910,2237
76,0,0.999991666666667,0,3557,2559,1886,2111
77,0,0.999991666666667,0,2894,2806,1815,2175
78,2,1,0,3045,2768,1761,2025
79,0,1,0,3452,2869,1855,1973
80,0,1,4255,3682,2650,2058,1821
81,0,1,0,3103,2778,1975,1857
82,0,1,0,3198,2758,1818,1797
83,0,1,0,3779,2830,1847,1705
84,0,1,0,3174,2563,1858,1586
85,0,1,4422,3123,2427,1872,1488
86,0,1,0,3279,2543,1827,1385
87,0,1,0,3036,2161,1733,1231
88,0,1,0,2823,2177,2000,1232
89,0,1,4475,2523,1970,1954,1128
90,0,1,0,2620,2089,1829,1009
91,0,1,0,2121,1780,1759,871
92,0,1,0,2274,1647,1791,805
93,0,1,0,1955,1761,1947,740
94,0,1,4618,1701,1496,1890,654
95,0,1,0,1489,1435,1896,519
96,0,1,0,1883,1263,1741,458
97,0,1,0,1482,1236,1919,446
98,0,1,0,1228,1085,1892,384
99,0,1,4280,1531,928,1778,289
100,0,1,0,1184,901,1699,288
101,0,1,0,1237,765,1767,225
102,0,1,0,1117,772,1870,202
103,0,1,3896,1210,632,1874,192
104,0,1,0,1082,599,1702,162
105,0,1,0,1076,565,1836,167
106,0,1,0,1178,503,1752,127
107,0,1,3437,941,415,1704,129
108,0,1,0,938,327,1730,115
109,0,1,0,959,465,1685,94
110,0,1,3233,969,327,1583,93
111,0,1,0,867,234,1647,119
112,0,1,0,734,233,1591,72
113,0,1,0,960,381,1534,65
114,0,1,3169,643,186,1701,86
115,0,1,0,528,167,1510,74
116,0,1,0,677,268,1466,70
117,0,1,3248,594,164,1465,69
118,0,1,0,415,162,1471,66
119,0,1,0,588,121,1400,56
120,0,1,0,446,154,1454,54
121,0,1,3419,335,125,1303,38
122,0,1,0,457,126,1362,32
123,0,1,0,216,97,1474,41
124,0,1,3485,186,104,1365,36
125,0,1,0,259,82,1377,26
126,0,1,0,181,68,1318,19
127,0,1,0,79,70,1287,28
128,0,1,3501,90,54,1290,21
129,0,1,0,135,42,1302,17
130,0,1,0,47,51,1329,13
131,0,1,0,94,38,1258,10
132,0,1,3570,69,40,1215,10
133,0,1,0,119,31,1165,5
134,0,1,0,36,37,1138,10
135,0,1,0,135,23,1185,8
136,0,1,3837,49,31,1209,10
137,0,1,0,128,27,1248,10
138,0,1,0,44,30,1157,3
139,0,1,0,17,20,1148,4
140,0,1,0,182,25,1139,3
141,0,1,0,32,23,1224,0
142,0,1,5172,16,26,1006,4
143,0,1,0,28,25,1020,2
144,0,1,0,296,15,1030,0
145,0,1,0,27,18,974,3
146,0,1,0,37,22,948,0
147,0,1,0,277,10,944,7
148,0,1,0,29,11,940,0
149,0,1,6706,59,11,912,1
150,0,1,0,140,21,827,1
151,0,1,0,49,9,766,2
152,0,1,0,30,15,762,0
153,0,1,0,86,16,769,1
154,0,1,0,26,20,792,2
155,0,1,0,33,8,703,0
156,0,1,7079,11,8,749,0
157,0,1,0,13,28,617,2
158,0,1,0,3,16,626,0
159,0,1,0,0,8,616,0
160,0,1,0,0,21,543,0
161,0,1,0,0,18,477,0
162,0,1,0,0,13,473,0
163,0,1,6268,0,10,481,0
164,0,1,0,0,15,424,0
