Image,ImageNumber,HighReferenceImage,NoiseType,Stage,Method,Sequence,Parameters,MSE,PSNR,MAE,StdContrast,GradientMean,GradientRatio,EdgeCorrelation,DarkPixelPercent,SaturatedPixelPercent,Comment
1_low.png,1,1_high.png,Gaussian noise,Noisy image,No filtering,,"",0.00366879991747734,24.3547597238276,0.0461114658810658,0.0931875397813549,0.0231283302062707,3.28354623615128,0.457555650637933,88.9416666666667,0,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
1_low.png,1,1_high.png,Gaussian noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.00067976614448265,31.6764046910057,0.0209146735697034,0.0845884725536799,0.0101441271669173,1.44016927642016,0.692084326902845,87.6475,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 7.32 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
1_low.png,1,1_high.png,Gaussian noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.000579875200184539,32.36665464546,0.0194220314155181,0.084193227003601,0.00910059207436898,1.29201782342422,0.713121854092029,87.5170833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.01 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Gaussian filter είναι φυσική επιλογή για Gaussian θόρυβο."
1_low.png,1,1_high.png,Gaussian noise,Denoising,Median filter,filter only,"3x3 median",0.000812000859414168,30.9044351110534,0.022321476863042,0.090809654900782,0.0129428176848409,1.83750145017944,0.629385078105064,87.9295833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.55 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
1_low.png,1,1_high.png,Gaussian noise,Denoising,Wiener filter,filter only,"5x5 adaptive Wiener",0.000681103308354828,31.6678701019345,0.0204929665650562,0.084194127127026,0.00746229327575355,1.05942732484917,0.670973012394648,87.8329166666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 7.31 dB. Η ένταση των ακμών διατηρείται σε λογικά επίπεδα. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
1_low.png,1,1_high.png,Gaussian noise,Final enhanced image,Gaussian filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.00493029238834618,23.0712732435767,0.0541575831867983,0.186948740196035,0.0238467587974666,1.12380301181321,0.659396401196982,41.3708333333333,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 23.07 dB."
1_low.png,1,1_high.png,Gaussian noise,Final enhanced image,Gaussian filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.011125122170911,19.5369521110108,0.0880713160345163,0.16030831504097,0.0202950447446705,0.956424837549309,0.671988426461165,60.5154166666667,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 19.54 dB."
1_low.png,1,1_high.png,Gaussian noise,Final enhanced image,Median filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.00936790625242036,20.2835746403521,0.0774250425107169,0.201323646272084,0.037285018391604,1.75709480352722,0.51078483183177,48.7920833333333,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 20.28 dB."
1_low.png,1,1_high.png,Gaussian noise,Final enhanced image,Median filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.0138922465970869,18.5722751626226,0.0992644399184218,0.175210214598696,0.032448826527215,1.52918429254053,0.51078483183177,56.9583333333333,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 18.57 dB."
1_low.png,1,1_high.png,Salt & Pepper noise,Noisy image,No filtering,,"",0.0212241484898971,16.7316972457316,0.0251355010893246,0.129676007815058,0.0392077270904508,5.56635016742331,0.154448386890007,83.325,0.00291666666666667,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
