"Image","ImageNumber","HighReferenceImage","NoiseType","Stage","Method","Sequence","Parameters","MSE","PSNR","MAE","StdContrast","GradientMean","GradientRatio","EdgeCorrelation","DarkPixelPercent","SaturatedPixelPercent","Comment"
"669_low.png","669","669_high.png","Gaussian noise","Noisy image","No filtering","","","0.00363497848334861","24.3949815553139","0.0477030166768133","0.048690362225416","0.0221896671067525","4.56927931958341","0.204158711844269","99.89125","0","Εικόνα μετά την τεχνητή προσθήκη θορύβου."
"669_low.png","669","669_high.png","Gaussian noise","Denoising","Mean filter","filter only","3x3 average kernel","0.000591794728563702","32.2782890765442","0.0193207032858662","0.0302311645680947","0.00904878762020262","1.86331944239542","0.395933758786965","100","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 7.88 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
"669_low.png","669","669_high.png","Gaussian noise","Denoising","Gaussian filter","filter only","sigma=1.0, filter size=5","0.000485624934856946","33.1369902211245","0.01750998441606","0.029368426952154","0.00803470441217196","1.654500201958","0.434435944741991","100","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.74 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Gaussian filter είναι φυσική επιλογή για Gaussian θόρυβο."
"669_low.png","669","669_high.png","Gaussian noise","Denoising","Median filter","filter only","3x3 median","0.000849611565760249","30.707795841726","0.0231119943446159","0.0363466676701729","0.0121588023614751","2.50373130493173","0.319905933241867","100","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.31 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
"669_low.png","669","669_high.png","Gaussian noise","Denoising","Wiener filter","filter only","5x5 adaptive Wiener","0.000501771329507941","32.9949415727453","0.017161678749768","0.029345852304673","0.00617869002206992","1.27231113491419","0.4259736151088","100","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.60 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
"669_low.png","669","669_high.png","Gaussian noise","Final enhanced image","Gaussian filter","denoise -> enhance","gamma 0.6 + contrast stretch","0.00773461720535757","21.115611751404","0.0671290953838345","0.106509867030268","0.0300545261856462","1.4640960979858","0.40650583493775","4.53083333333333","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 21.12 dB."
"669_low.png","669","669_high.png","Gaussian noise","Final enhanced image","Gaussian filter","enhance -> denoise","gamma 0.6 + contrast stretch","0.0208349755503319","16.8120700484732","0.127361684395194","0.0882538204651296","0.0248329461040915","1.20972858689937","0.403782760002322","33.3883333333333","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 16.81 dB."
"669_low.png","669","669_high.png","Gaussian noise","Final enhanced image","Median filter","denoise -> enhance","gamma 0.6 + contrast stretch","0.016271440026594","17.8857401018982","0.0975674633007548","0.141310201195094","0.0489541198576295","2.38478342400603","0.300969552859546","18.5595833333333","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 17.89 dB."
"669_low.png","669","669_high.png","Gaussian noise","Final enhanced image","Median filter","enhance -> denoise","gamma 0.6 + contrast stretch","0.0237515146723043","16.2430868949813","0.127800656180894","0.113262314223153","0.0392374850431196","1.91144083894571","0.300969552859546","31.3775","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 16.24 dB."
"669_low.png","669","669_high.png","Salt & Pepper noise","Noisy image","No filtering","","","0.0218293552266222","16.6095909185181","0.0249163344226579","0.102776979128982","0.0375789168067665","7.7382218755887","0.0795281747518371","95.1275","0.000416666666666667","Εικόνα μετά την τεχνητή προσθήκη θορύβου."
"669_low.png","669","669_high.png","Salt & Pepper noise","Denoising","Mean filter","filter only","3x3 average kernel","0.00292962123331271","25.3318852535084","0.0284618597191963","0.044968680034089","0.0186681454156862","3.84413025993136","0.13050429570235","99.7916666666667","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.72 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
"669_low.png","669","669_high.png","Salt & Pepper noise","Denoising","Gaussian filter","filter only","sigma=1.0, filter size=5","0.0023142441809751","26.3559081960411","0.0264042847741249","0.0417326045119079","0.0164314445684567","3.38355052810517","0.145252364521285","99.87875","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 9.75 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
"669_low.png","669","669_high.png","Salt & Pepper noise","Denoising","Median filter","filter only","3x3 median","7.71796104062535e-05","41.124974180274","0.00531707516339868","0.0331207679439575","0.00346993757729214","0.714526898303106","0.906716490577181","99.9991666666667","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 24.52 dB. Παρατηρείται πιθανή θόλωση λεπτομερειών και ακμών. Το median filter είναι ιδιαίτερα κατάλληλο για Salt & Pepper θόρυβο."
"669_low.png","669","669_high.png","Salt & Pepper noise","Denoising","Wiener filter","filter only","5x5 adaptive Wiener","0.00768757803484891","21.1421046277005","0.0268423870407638","0.0644144589570886","0.0213382915733866","4.39396471936462","0.0521210564283745","96.5341666666667","0","Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 4.53 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
"669_low.png","669","669_high.png","Salt & Pepper noise","Final enhanced image","Gaussian filter","denoise -> enhance","gamma 0.6 + contrast stretch","0.0232355570363176","16.3384691152601","0.13453658866413","0.091558871561657","0.033135066158928","1.61416356292308","0.217650074196345","26.8708333333333","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Gaussian filter, το PSNR είναι 16.34 dB."
"669_low.png","669","669_high.png","Salt & Pepper noise","Final enhanced image","Gaussian filter","enhance -> denoise","gamma 0.6 + contrast stretch","0.0511710297510694","12.9097584332283","0.207020607025491","0.0634631933599793","0.0165579283057687","0.806613888153141","0.403923067298507","75.1345833333333","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Gaussian filter, το PSNR είναι 12.91 dB."
"669_low.png","669","669_high.png","Salt & Pepper noise","Final enhanced image","Median filter","denoise -> enhance","gamma 0.6 + contrast stretch","0.0552417583307914","12.5773250639307","0.219312885800915","0.0625541603994698","0.00673904418792958","0.328290262796216","0.90244762684201","80.74125","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Median filter, το PSNR είναι 12.58 dB."
"669_low.png","669","669_high.png","Salt & Pepper noise","Final enhanced image","Median filter","enhance -> denoise","gamma 0.6 + contrast stretch","0.0552417583307914","12.5773250639307","0.219312885800915","0.0625541603994698","0.00673904418792958","0.328290262796216","0.90244762684201","80.74125","0","Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Median filter, το PSNR είναι 12.58 dB."
