IntensityLevel,GrayCount,RedCount,GreenCount,BlueCount
0,4572,10607,5863,19685
1,11231,8691,9937,16258
2,12198,8490,12558,11755
3,12943,8936,13617,7873
4,10298,8206,10997,5213
5,7219,7067,7157,3962
6,5527,5935,5368,4092
7,4938,4868,4891,4700
8,4569,4281,4691,4951
9,4425,4018,4154,4737
10,3908,4170,3726,4487
11,3806,4501,3668,4582
12,4111,4796,4053,4468
13,4530,4804,4215,3990
14,4436,4757,4139,3567
15,4031,4334,3922,2968
16,3199,3935,3474,2501
17,2978,3355,3222,2516
18,2968,2980,3330,2941
19,3089,2699,3285,3232
20,3300,2790,3632,3203
21,3600,3127,3673,3126
22,3794,3540,3546,2697
23,3521,3999,3232,2537
24,3653,4522,3673,2966
25,4571,5003,5176,4568
26,6557,5920,7122,6677
27,7717,6507,7537,7847
28,6684,6341,6356,7704
29,5706,6386,5966,7253
30,6326,7141,6709,8266
31,8220,8420,8670,9896
32,10758,10021,11268,10598
33,13175,10768,13336,9596
34,13388,10925,13115,7434
35,10457,9479,8961,5185
36,5512,7905,4298,4681
37,2143,5998,1704,4345
38,1041,3629,956,3161
39,705,1739,681,1875
40,464,907,494,1270
41,490,541,462,1039
42,444,412,413,916
43,350,272,321,595
44,258,236,274,480
45,223,169,206,431
46,162,125,159,386
47,110,89,101,306
48,98,105,87,260
49,75,97,94,269
50,91,151,90,249
51,105,203,92,221
52,174,228,171,230
53,330,275,275,237
54,339,229,343,273
55,200,176,184,180
56,96,79,131,132
57,69,52,74,90
58,48,30,60,85
59,34,11,41,91
60,12,11,19,59
61,7,5,12,39
62,10,1,9,29
63,2,0,5,17
64,1,3,0,12
65,0,1,0,4
66,1,0,2,3
67,1,0,1,0
68,0,0,0,1
69,0,0,1,1
70,1,0,0,1
71,0,0,0,0
72,0,0,0,0
73,0,1,0,0
74,0,0,0,0
75,0,0,0,1
76,1,0,0,0
77,0,0,0,0
78,0,1,1,0
79,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,0,0,0,0
95,0,0,0,0
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,0,0,0,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,0,0,0
143,0,0,0,0
144,0,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
