IntensityLevel,GrayCount,RedCount,GreenCount,BlueCount
0,16437,69456,18098,43865
1,40635,27540,28409,30983
2,26226,16629,24649,21984
3,19676,11900,20167,17398
4,13729,9231,16236,13447
5,9858,7581,12141,9642
6,8315,6787,9598,8315
7,7189,6432,8239,8208
8,6780,6528,7819,7824
9,6704,6599,7498,7618
10,7176,6500,7048,7694
11,7688,6481,6867,7925
12,7758,5976,6728,7524
13,7815,5385,6845,6876
14,7957,4790,6789,5668
15,7321,4314,6887,4497
16,6363,3885,7104,3664
17,5712,3621,6686,3403
18,4873,3191,5970,3249
19,3939,2687,4907,3180
20,3009,2296,4396,2641
21,2635,2110,3674,2151
22,2594,2071,2980,1787
23,2539,2054,2606,1568
24,1984,2077,2052,1471
25,1328,1933,1356,1213
26,903,1807,968,981
27,592,1514,680,880
28,393,1344,480,911
29,323,1168,356,839
30,202,1081,262,716
31,158,984,217,471
32,125,727,162,322
33,118,576,151,242
34,104,464,119,209
35,84,378,89,130
36,97,339,103,99
37,78,270,82,77
38,66,239,62,40
39,56,223,55,24
40,35,174,37,21
41,39,116,34,16
42,34,75,30,8
43,32,51,34,16
44,20,34,26,5
45,20,25,29,11
46,16,21,13,10
47,23,26,18,1
48,11,24,7,11
49,8,13,17,9
50,11,17,6,4
51,7,9,10,8
52,13,6,11,4
53,8,14,9,5
54,6,4,5,5
55,6,14,12,4
56,4,7,6,2
57,8,7,6,2
58,8,8,4,4
59,4,7,3,4
60,8,5,5,3
61,5,5,7,4
62,3,11,7,5
63,7,8,4,4
64,4,4,5,3
65,6,3,4,4
66,3,5,2,2
67,5,5,3,0
68,0,6,7,3
69,4,5,4,5
70,1,5,2,2
71,4,3,4,4
72,4,2,0,3
73,3,1,1,2
74,4,1,4,1
75,2,7,3,3
76,2,4,3,3
77,5,1,4,2
78,1,3,0,4
79,0,4,2,1
80,1,3,1,5
81,2,2,3,2
82,1,1,1,1
83,0,2,0,3
84,0,2,0,1
85,0,2,1,2
86,2,0,1,0
87,3,2,2,1
88,1,2,1,3
89,2,1,0,0
90,0,0,1,2
91,0,1,1,0
92,2,1,1,0
93,2,2,3,1
94,1,3,0,1
95,1,0,1,0
96,0,1,1,0
97,1,0,0,1
98,0,1,0,1
99,0,1,1,2
100,2,4,1,0
101,0,0,1,0
102,1,0,0,1
103,1,1,1,0
104,1,2,1,1
105,1,1,1,1
106,1,1,0,1
107,0,0,0,0
108,0,1,1,0
109,1,1,0,2
110,0,1,0,1
111,2,0,1,1
112,1,1,1,0
113,0,1,0,0
114,1,1,0,0
115,0,0,2,0
116,0,2,0,0
117,0,1,1,2
118,1,0,2,1
119,3,0,0,0
120,1,0,2,0
121,1,0,0,0
122,1,1,2,0
123,1,0,1,1
124,1,0,1,1
125,0,0,0,0
126,0,2,1,0
127,0,0,0,1
128,3,2,2,0
129,0,0,1,0
130,2,1,0,2
131,1,1,0,0
132,2,0,3,1
133,1,2,3,0
134,1,0,1,0
135,0,3,0,0
136,1,0,1,1
137,0,0,1,1
138,0,0,0,1
139,0,1,0,0
140,0,2,0,0
141,0,1,0,2
142,0,0,1,0
143,0,3,0,0
144,0,0,1,1
145,2,0,0,0
146,0,0,1,1
147,0,0,0,1
148,0,0,0,0
149,1,0,0,0
150,1,1,0,0
151,0,0,1,2
152,0,0,0,1
153,1,1,0,0
154,0,0,0,0
155,0,0,1,1
156,1,0,1,0
157,0,0,0,0
158,0,0,0,1
159,0,0,0,0
160,0,2,2,0
161,1,0,1,0
162,1,0,0,0
163,1,0,1,0
164,0,1,0,0
165,1,0,0,0
166,0,0,0,0
167,0,1,0,0
168,0,0,0,0
169,0,0,0,0
170,0,1,0,0
171,0,0,0,0
172,0,1,0,0
173,1,0,0,0
174,0,0,1,0
175,0,1,0,0
176,0,0,0,0
177,0,0,0,0
178,1,1,2,0
179,0,0,1,0
180,0,0,1,0
181,1,0,0,0
182,1,0,0,0
183,2,0,0,0
184,0,0,1,0
185,1,1,1,0
186,0,1,0,0
187,0,0,1,0
188,0,0,2,0
189,0,0,0,0
190,0,1,0,0
191,2,0,0,0
192,1,0,0,0
193,0,1,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,1,0
197,1,1,0,0
198,0,0,1,0
199,1,0,1,0
200,0,0,0,0
201,1,0,0,0
202,0,0,1,0
203,2,1,1,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,3,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,1,0
212,1,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,2,0,0
217,0,2,0,0
218,0,0,0,0
219,0,0,0,0
220,0,1,0,0
221,0,0,0,0
222,0,1,0,0
223,0,0,0,0
224,0,1,0,0
225,0,0,0,0
226,0,0,0,0
227,0,1,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,1,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
