Image,ImageNumber,HighReferenceImage,Pipeline,Parameter,EdgeDetector,EdgeCount,EdgeDensity,ComponentCount,SmallComponentPercent,SignificantComponentPercent,JaccardToHigh,EdgeCountRatioToOriginal,Comment
493_low.png,493,493_high.png,Original low-light,"",Sobel,9046,3.76916666666667,1307,75.1338944146901,5.12624330527927,0.245120374361185,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.245).
493_low.png,493,493_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Sobel,10348,4.31166666666667,1627,75.7836508912108,4.67117393976644,0.267086595631954,1.14393101923502,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.267).
493_low.png,493,493_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Sobel,8048,3.35333333333333,887,68.4329199549042,9.695603156708,0.241058747579083,0.889674994472695,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.241).
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Sobel,11572,4.82166666666667,3043,84.3904042063753,1.64311534669734,0.142139880504092,1.27923944284767,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι χαμηλή (Jaccard 0.142).
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",Sobel,11660,4.85833333333333,3059,84.0143837855508,1.60183066361556,0.14748002612934,1.28896749944727,Pipeline 3 - Retinex sigma 30: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι χαμηλή (Jaccard 0.147).
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",Sobel,11885,4.95208333333333,3081,83.1548198636806,1.65530671859786,0.149830474670921,1.31384037143489,Pipeline 3 - Retinex sigma 60: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι χαμηλή (Jaccard 0.150).
493_low.png,493,493_high.png,Original low-light,"",Canny,24746,10.3108333333333,602,15.78073089701,46.0132890365449,0.32427174255968,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.324).
493_low.png,493,493_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Canny,27320,11.3833333333333,668,17.0658682634731,42.2155688622754,0.35306294564134,1.1040168107977,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.353).
493_low.png,493,493_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Canny,26406,11.0025,701,17.9743223965763,41.3694721825963,0.313159355913381,1.0670815485331,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.313).
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Canny,31894,13.2891666666667,775,18.0645161290323,41.4193548387097,0.23077910684099,1.28885476440637,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών αυξάνεται ήπια και δείχνει καλύτερη ανάδειξη δομών. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.231).
