Image,ImageNumber,HighReferenceImage,NoiseType,Stage,Method,Sequence,Parameters,MSE,PSNR,MAE,StdContrast,GradientMean,GradientRatio,EdgeCorrelation,DarkPixelPercent,SaturatedPixelPercent,Comment
79_low.png,79,79_high.png,Gaussian noise,Noisy image,No filtering,,"",0.00396835264641383,24.0138974135998,0.0504253846270716,0.0547459332403087,0.0236311178434395,4.3416907563762,0.30467304599483,99.6679166666667,0.000833333333333333,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
79_low.png,79,79_high.png,Gaussian noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.000583560623974293,32.3391402001301,0.0191062753884955,0.0369401839461974,0.00983356210124436,1.80669767550065,0.517129015303376,99.9629166666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.33 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
79_low.png,79,79_high.png,Gaussian noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.000466197019158068,33.3143050766517,0.0170679812622348,0.0361057202217997,0.00876926885737145,1.61115753348915,0.552654204238814,99.9641666666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 9.30 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Gaussian filter είναι φυσική επιλογή για Gaussian θόρυβο."
79_low.png,79,79_high.png,Gaussian noise,Denoising,Median filter,filter only,"3x3 median",0.00087825506121375,30.5637933877377,0.0236156209751056,0.0428515625587164,0.0127388232902887,2.34047461034142,0.443346630264045,99.9645833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.55 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
79_low.png,79,79_high.png,Gaussian noise,Denoising,Wiener filter,filter only,"5x5 adaptive Wiener",0.000474740605737091,33.2354362041277,0.0166619660334372,0.0360349037279141,0.00673117564943854,1.2367033709675,0.554400841397847,99.9633333333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 9.22 dB. Η ένταση των ακμών διατηρείται σε λογικά επίπεδα. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
79_low.png,79,79_high.png,Gaussian noise,Final enhanced image,Gaussian filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.00222499879819708,26.5267021926126,0.0378967048164895,0.0707851269490255,0.0174095051068988,1.87260839210341,0.49427531052805,50.8954166666667,0.000833333333333333,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 26.53 dB."
79_low.png,79,79_high.png,Gaussian noise,Final enhanced image,Gaussian filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.00143657053150479,28.4267304653151,0.0298659954890454,0.0638839588030741,0.0156651304710429,1.68497924572511,0.498147934772765,65.0320833333333,0,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 28.43 dB."
79_low.png,79,79_high.png,Gaussian noise,Final enhanced image,Median filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.00389574106308586,24.0940991693976,0.0496484382496126,0.0822309098422921,0.0249503823691289,2.68372335248664,0.365701396438576,50.8091666666667,0.00166666666666667,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 24.09 dB."
79_low.png,79,79_high.png,Gaussian noise,Final enhanced image,Median filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.00303668969323031,25.175995845727,0.0422976507080124,0.0751910918415667,0.0228143710898661,2.45396882341677,0.365701396438579,59.6766666666667,0,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 25.18 dB."
79_low.png,79,79_high.png,Salt & Pepper noise,Noisy image,No filtering,,"",0.0209955100388739,16.7787357068653,0.0248650708061002,0.102467359781749,0.0374518246660037,6.88093733183059,0.109107077304572,95.0875,0.00166666666666667,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
79_low.png,79,79_high.png,Salt & Pepper noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.00279685317902949,25.5333033134421,0.0281875702009198,0.0488415164057352,0.01851110681649,3.40100294399572,0.193159052336013,99.4929166666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.75 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
79_low.png,79,79_high.png,Salt & Pepper noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.0022048461609478,26.5662170723117,0.0259327662522443,0.0460092058702625,0.0163094637282229,2.99650013932527,0.213520698094758,99.6791666666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 9.79 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
79_low.png,79,79_high.png,Salt & Pepper noise,Denoising,Median filter,filter only,"3x3 median",7.52289290443842e-05,41.2361512073332,0.00525373638344225,0.0392702192662718,0.00378511883323704,0.695431149678479,0.917191195209296,99.9666666666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 24.46 dB. Παρατηρείται πιθανή θόλωση λεπτομερειών και ακμών. Το median filter είναι ιδιαίτερα κατάλληλο για Salt & Pepper θόρυβο."
