IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,80,0.000333333333333333,911,81,31,89,6
1,831,0.00379583333333333,0,99,131,209,59
2,2212,0.0130125,0,549,155,184,113
3,4287,0.030875,2212,406,421,352,292
4,6513,0.0580125,0,573,915,514,534
5,7761,0.09035,0,884,550,506,591
6,7798,0.122841666666667,0,1203,1001,591,903
7,8248,0.157208333333333,4287,798,1659,587,1329
8,8915,0.194354166666667,0,1504,1280,544,1282
9,8803,0.231033333333333,0,2265,1641,598,1688
10,8538,0.266608333333333,0,1628,2078,738,2173
11,8519,0.302104166666667,0,1596,2410,718,2206
12,9071,0.3399,0,2345,2060,842,2221
13,9143,0.377995833333333,0,2665,2543,1028,2809
14,9108,0.415945833333333,6513,1838,2386,911,2737
15,8512,0.4514125,0,1517,2452,878,2572
16,7457,0.482483333333333,0,3192,2418,884,2790
17,6330,0.508858333333333,0,2607,2719,894,2796
18,5198,0.530516666666667,0,1630,2363,1070,2713
19,4033,0.547320833333333,0,2147,2537,1176,2739
20,3364,0.5613375,0,3112,2634,1113,2921
21,3250,0.574879166666667,0,2022,2717,1194,2766
22,2956,0.587195833333333,0,1292,2161,1247,2768
23,2627,0.598141666666667,7761,3206,2803,1104,2832
24,2309,0.6077625,0,3172,2949,1274,2897
25,1979,0.616008333333333,0,1947,2284,1184,2744
26,1636,0.622825,0,1618,2398,1244,2725
27,1449,0.6288625,0,3749,2748,1160,2931
28,1386,0.6346375,0,2370,2849,1262,2957
29,1360,0.640304166666667,0,1344,2121,1266,2584
30,1413,0.646191666666667,0,2637,2493,1207,2815
31,1424,0.652125,7798,3460,2986,1224,3106
32,1241,0.657295833333333,0,2077,2582,1321,2875
33,1093,0.66185,0,1258,2270,1487,2808
34,943,0.665779166666667,0,3597,2694,1111,2919
35,869,0.6694,0,2659,2937,1226,3077
36,834,0.672875,0,1488,2335,1275,2939
37,740,0.675958333333333,0,2207,2441,1176,2864
38,709,0.6789125,0,4011,2905,1362,2966
39,705,0.68185,0,2125,2838,1236,2961
40,754,0.684991666666667,8248,1311,2555,1247,2911
41,863,0.6885875,0,3336,2804,1459,2801
42,855,0.69215,0,3380,3006,1478,2741
43,821,0.695570833333333,0,1842,2629,1159,2884
44,617,0.698141666666667,0,2137,2577,1110,2767
45,468,0.700091666666667,0,4212,2933,1222,2649
46,385,0.701695833333333,0,2315,2986,1218,2721
47,340,0.7031125,0,1710,2641,1367,2579
48,377,0.704683333333333,0,3043,2543,1207,2322
49,410,0.706391666666667,8915,3471,2705,1308,2367
50,494,0.70845,0,1934,2615,1564,2379
51,793,0.711754166666667,0,1782,2387,1326,2156
52,1437,0.717741666666667,0,3691,2088,1232,2021
53,2287,0.727270833333333,0,2148,2319,1013,1947
54,3098,0.740179166666667,0,1591,2232,1295,1865
55,4087,0.757208333333333,0,2152,1777,1322,1647
56,4243,0.7748875,0,2875,1769,1186,1412
57,3476,0.789370833333333,0,1487,1795,1232,1561
58,3377,0.803441666666667,0,1302,1545,1461,1515
59,3274,0.817083333333333,8803,2661,1426,1530,1301
60,3089,0.829954166666667,0,1444,1582,1242,1256
61,2839,0.841783333333333,0,1011,1303,1092,1552
62,1964,0.849966666666667,0,1454,1137,1108,1364
63,1183,0.854895833333333,0,1796,1283,1268,1459
64,823,0.858325,0,1128,1316,1133,1610
65,600,0.860825,0,956,1080,1214,1580
66,534,0.86305,0,1351,1037,1247,1565
67,465,0.8649875,0,1017,1258,1553,1605
68,375,0.86655,8538,775,1088,1458,1835
69,256,0.867616666666667,0,1115,893,1162,1753
70,154,0.868258333333333,0,1420,1160,1213,1630
71,100,0.868675,0,902,1191,1254,1716
72,78,0.869,0,842,1011,1276,1773
73,89,0.869370833333333,0,1089,933,1148,1671
74,84,0.869720833333333,0,849,1103,1253,1561
75,64,0.8699875,0,780,1101,1363,1654
76,79,0.870316666666667,0,969,1129,1397,1667
77,78,0.870641666666667,8519,1151,1068,1340,1569
78,68,0.870925,0,694,1170,1540,1495
79,63,0.8711875,0,868,1162,1287,1523
80,55,0.871416666666667,0,889,1059,1373,1402
81,58,0.871658333333333,0,889,1160,1439,1339
82,71,0.871954166666667,0,632,1090,1333,1336
83,60,0.872204166666667,0,1305,1228,1332,1282
84,84,0.872554166666667,0,1043,1166,1477,1348
85,72,0.872854166666667,0,671,1134,1565,1287
86,95,0.87325,0,978,1151,1732,1258
87,134,0.873808333333333,9071,1666,1209,1832,1262
88,341,0.875229166666667,0,606,1250,1419,1214
89,838,0.878720833333333,0,846,1160,1556,1132
90,1593,0.885358333333333,0,1840,1442,1676,1299
91,2515,0.8958375,0,783,1627,1604,1237
92,3289,0.909541666666667,0,1094,1393,1623,1134
93,4108,0.926658333333333,0,1130,1334,1668,1115
94,4640,0.945991666666667,0,1543,1504,2012,1289
95,4539,0.964904166666667,0,1385,2094,2197,1151
96,3579,0.979816666666667,9143,1194,1677,1848,1152
97,1952,0.98795,0,1256,2097,1722,1141
98,867,0.9915625,0,2028,2024,1846,1233
99,454,0.993454166666667,0,1772,2167,1931,1331
100,401,0.995125,0,1483,2050,1991,1378
