IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,564,0.00235,564,23,23,25,3
1,2471,0.0126458333333333,0,84,35,78,40
2,6060,0.0378958333333333,0,389,154,177,94
3,9082,0.0757375,2471,445,650,187,612
4,7801,0.108241666666667,0,729,620,271,511
5,4188,0.125691666666667,0,1054,560,332,473
6,2307,0.135304166666667,0,1231,1377,232,945
7,1386,0.141079166666667,0,2654,2418,394,2038
8,1086,0.145604166666667,0,1874,2031,618,2301
9,1145,0.150375,6060,2047,1783,777,1128
10,1375,0.156104166666667,0,3616,3004,724,3499
11,1725,0.163291666666667,0,3449,3657,752,3002
12,1998,0.171616666666667,0,2002,1977,687,2457
13,2249,0.1809875,0,2199,2377,538,1691
14,2532,0.1915375,0,3843,3220,562,3347
15,2570,0.202245833333333,0,1866,2727,668,3081
16,2849,0.214116666666667,0,1444,1406,1146,1416
17,2699,0.2253625,0,2373,2004,1429,1789
18,2791,0.236991666666667,0,1551,1722,2513,2034
19,2982,0.249416666666667,9082,984,1188,1393,1709
20,3194,0.262725,0,1002,1099,1175,1001
21,3232,0.276191666666667,0,1509,1260,951,1548
22,3250,0.289733333333333,0,935,1108,846,1064
23,3154,0.302875,0,787,761,829,894
24,2976,0.315275,0,1135,1040,973,924
25,2908,0.327391666666667,0,828,860,1763,1028
26,3188,0.340675,0,690,624,2387,897
27,3825,0.3566125,7801,706,762,2390,855
28,5089,0.377816666666667,0,819,911,1392,898
29,6353,0.4042875,0,662,632,1228,836
30,7442,0.435295833333333,0,695,665,944,857
31,7979,0.468541666666667,0,794,876,855,800
32,7353,0.499179166666667,4188,703,752,825,922
33,7030,0.528470833333333,0,576,703,1234,807
34,8127,0.562333333333333,2307,663,840,1366,947
35,10319,0.605329166666667,0,721,883,2094,907
36,12827,0.658775,1386,601,861,1398,1065
37,14336,0.718508333333333,1086,671,810,1092,1111
38,15210,0.781883333333333,1145,666,1096,1028,1177
39,16276,0.8497,1375,597,1116,918,1539
40,15089,0.912570833333333,0,675,1135,891,1589
41,10431,0.956033333333333,1725,677,1304,765,1756
42,5778,0.980108333333333,0,717,1575,997,2241
43,2697,0.991345833333333,1998,720,1534,879,2465
44,1108,0.9959625,0,768,1786,1442,2637
45,463,0.997891666666667,0,904,2123,1017,3161
46,194,0.9987,2249,867,2209,1043,3969
47,127,0.999229166666667,0,970,2417,1158,3885
48,72,0.999529166666667,0,867,2817,981,4559
49,37,0.999683333333333,2532,1241,3188,959,5043
50,28,0.9998,0,1299,3209,946,5610
51,16,0.999866666666667,2570,1146,3666,1207,5414
52,9,0.999904166666667,0,1749,3937,1021,5754
53,12,0.999954166666667,0,1373,3954,1050,6413
54,6,0.999979166666667,2849,1687,4186,1169,6099
55,2,0.9999875,0,1723,4391,1321,5600
56,1,0.999991666666667,0,2407,4336,1314,5695
57,0,0.999991666666667,2699,2200,4087,1328,5813
58,0,0.999991666666667,0,1927,4420,1202,5027
59,1,0.999995833333333,0,2822,4334,1277,4738
60,0,0.999995833333333,2791,2120,3775,1305,4536
61,0,0.999995833333333,0,2759,3889,1368,4495
62,0,0.999995833333333,0,2173,4259,1465,3811
63,0,0.999995833333333,2982,2987,3606,1474,3700
64,0,0.999995833333333,0,3014,3248,1645,3631
65,0,0.999995833333333,0,2279,4021,1538,3471
66,0,0.999995833333333,0,2814,3569,1682,3115
67,0,0.999995833333333,3194,2518,3075,1718,2952
68,0,0.999995833333333,0,2978,3238,1606,2920
69,0,0.999995833333333,0,2499,3873,1725,2710
70,0,0.999995833333333,3232,3039,3158,1684,2670
71,0,0.999995833333333,0,3052,3109,1798,2405
72,0,0.999995833333333,0,2543,3452,1758,2532
73,0,0.999995833333333,0,3164,3299,1887,2384
74,0,0.999995833333333,3250,2659,2960,2009,2233
75,0,0.999995833333333,0,2992,3077,2072,2250
76,0,0.999995833333333,0,2944,3577,1946,2160
77,0,0.999995833333333,3154,3098,3147,1969,2074
78,0,0.999995833333333,0,3315,3117,1897,2098
79,0,0.999995833333333,0,3100,3261,1874,2002
80,0,0.999995833333333,2976,3536,3594,1896,1922
81,0,0.999995833333333,0,2897,3159,2102,1888
82,0,0.999995833333333,0,3756,3169,2029,1917
83,0,0.999995833333333,2908,3052,3291,2207,1857
84,0,0.999995833333333,0,3125,3311,2172,1732
85,0,0.999995833333333,0,3087,2932,2116,1834
86,0,0.999995833333333,0,3976,2963,2161,1840
87,0,0.999995833333333,3188,3174,3108,1952,1679
88,0,0.999995833333333,0,3018,2599,1928,1728
89,0,0.999995833333333,0,4267,2608,1959,1730
90,0,0.999995833333333,0,3269,2418,2040,1627
91,0,0.999995833333333,3825,3234,2406,2061,1491
92,0,0.999995833333333,0,3065,2081,2197,1482
93,0,0.999995833333333,0,4404,2025,2285,1477
94,0,0.999995833333333,0,3417,1823,2185,1225
95,0,0.999995833333333,0,3230,1589,2150,1139
96,0,0.999995833333333,5089,4378,1523,2075,1350
97,0,0.999995833333333,0,3359,1275,1961,1076
98,0,0.999995833333333,0,3345,1189,1963,902
99,0,0.999995833333333,0,3051,996,2123,968
100,0,0.999995833333333,0,4171,871,2124,898
101,0,0.999995833333333,0,2936,822,2288,649
102,0,0.999995833333333,0,2895,705,2405,623
103,0,0.999995833333333,6353,3625,630,2308,779
104,0,0.999995833333333,0,2301,521,2055,539
105,0,0.999995833333333,0,2283,504,2014,454
106,0,0.999995833333333,0,2006,337,1906,446
107,0,0.999995833333333,0,2447,441,1965,512
108,0,0.999995833333333,0,1634,383,1863,342
109,0,0.999995833333333,0,1538,278,2126,316
110,0,0.999995833333333,0,1668,315,2229,330
111,0,0.999995833333333,7442,1030,301,2256,331
112,0,0.999995833333333,0,948,238,2327,265
113,0,0.999995833333333,0,839,286,1929,306
114,0,0.999995833333333,0,1127,253,1957,234
115,0,0.999995833333333,0,533,246,1876,259
116,0,0.999995833333333,0,716,248,1818,220
117,0,0.999995833333333,0,957,282,1868,282
118,0,0.999995833333333,0,338,272,2076,227
119,0,0.999995833333333,7979,483,270,2213,206
120,0,0.999995833333333,0,347,299,2157,209
121,0,0.999995833333333,0,580,279,2165,239
122,0,0.999995833333333,0,323,240,1883,199
123,0,0.999995833333333,0,311,230,1821,186
124,0,0.999995833333333,0,201,224,1686,203
125,0,0.999995833333333,0,413,274,1686,176
126,0,0.999995833333333,0,294,245,1738,155
127,0,0.999995833333333,7353,309,250,1703,171
128,0,0.999995833333333,0,249,276,1881,160
129,0,0.999995833333333,0,150,206,2007,126
130,0,0.999995833333333,0,156,212,1595,122
131,0,0.999995833333333,0,156,176,1583,127
132,0,0.999995833333333,0,125,199,1513,131
133,0,0.999995833333333,0,114,149,1418,120
134,0,0.999995833333333,0,129,148,1391,93
135,0,0.999995833333333,7030,56,126,1334,87
136,0,0.999995833333333,0,67,92,1374,82
137,0,0.999995833333333,0,58,83,1429,53
138,0,0.999995833333333,0,28,63,1600,71
139,0,0.999995833333333,0,120,32,1280,47
140,0,0.999995833333333,0,26,16,1200,47
141,0,0.999995833333333,0,75,5,1119,37
142,0,0.999995833333333,0,39,3,1137,44
143,0,0.999995833333333,8127,50,0,1104,25
144,0,0.999995833333333,0,35,0,1018,28
145,0,0.999995833333333,0,32,0,1036,24
146,0,0.999995833333333,0,22,0,1017,16
147,0,0.999995833333333,0,13,0,1181,6
148,0,0.999995833333333,0,3,0,949,7
149,0,0.999995833333333,0,0,0,1021,12
150,0,0.999995833333333,0,0,0,792,6
151,0,0.999995833333333,0,0,0,840,7
152,0,0.999995833333333,0,0,0,741,2
153,0,0.999995833333333,0,0,0,625,5
154,0,0.999995833333333,10319,0,0,632,5
155,0,0.999995833333333,0,0,0,701,4
156,0,0.999995833333333,0,0,0,576,3
157,0,0.999995833333333,0,0,0,609,4
158,0,0.999995833333333,0,0,0,547,4
159,0,0.999995833333333,0,0,0,476,2
160,0,0.999995833333333,0,0,0,469,0
161,0,0.999995833333333,0,0,0,412,5
162,0,0.999995833333333,0,0,0,333,3
163,0,0.999995833333333,0,0,0,439,0
164,0,0.999995833333333,0,0,0,349,0
165,0,0.999995833333333,0,0,0,364,0
166,0,0.999995833333333,0,0,0,356,0
167,0,0.999995833333333,0,0,0,316,0
168,0,0.999995833333333,12827,0,0,276,0
169,0,0.999995833333333,0,0,0,267,0
170,0,0.999995833333333,0,0,0,227,0
171,0,0.999995833333333,0,0,0,224,0
172,0,0.999995833333333,0,0,0,221,0
173,0,0.999995833333333,0,0,0,221,0
174,0,0.999995833333333,0,0,0,213,0
175,0,0.999995833333333,0,0,0,189,0
176,0,0.999995833333333,0,0,0,164,0
177,0,0.999995833333333,0,0,0,264,0
178,0,0.999995833333333,0,0,0,168,0
179,0,0.999995833333333,0,0,0,170,0
180,0,0.999995833333333,0,0,0,216,0
181,0,0.999995833333333,0,0,0,232,0
182,0,0.999995833333333,0,0,0,179,0
183,0,0.999995833333333,14336,0,0,216,0
184,0,0.999995833333333,0,0,0,206,0
185,0,0.999995833333333,0,0,0,239,0
186,0,0.999995833333333,0,0,0,197,0
187,0,0.999995833333333,0,0,0,233,0
188,0,0.999995833333333,0,0,0,189,0
189,0,0.999995833333333,0,0,0,234,0
190,0,0.999995833333333,0,0,0,183,0
191,0,0.999995833333333,0,0,0,164,0
192,1,1,0,0,0,143,0
193,0,1,0,0,0,137,0
194,0,1,0,0,0,125,0
195,0,1,0,0,0,124,0
196,0,1,0,0,0,154,0
197,0,1,0,0,0,126,0
198,0,1,0,0,0,116,0
199,0,1,0,0,0,116,0
200,0,1,15210,0,0,119,0
201,0,1,0,0,0,113,0
202,0,1,0,0,0,122,0
203,0,1,0,0,0,99,1
204,0,1,0,0,0,85,0
205,0,1,0,0,0,99,0
206,0,1,0,0,1,107,0
207,0,1,0,0,0,85,0
208,0,1,0,0,0,89,0
209,0,1,0,0,0,81,0
210,0,1,0,0,0,70,0
211,0,1,0,0,0,62,0
212,0,1,0,0,0,57,0
213,0,1,0,1,0,64,0
214,0,1,0,0,0,42,0
215,0,1,0,0,0,46,0
216,0,1,0,0,0,34,0
217,0,1,16276,0,0,30,0
218,0,1,0,0,0,26,0
219,0,1,0,0,0,25,0
220,0,1,0,0,0,20,0
221,0,1,0,0,0,27,0
222,0,1,0,0,0,6,0
223,0,1,0,0,0,8,0
224,0,1,0,0,0,1,0
225,0,1,0,0,0,3,0
226,0,1,0,0,0,1,0
227,0,1,0,0,0,0,0
228,0,1,0,0,0,0,0
229,0,1,0,0,0,0,0
230,0,1,0,0,0,0,0
231,0,1,0,0,0,0,0
232,0,1,0,0,0,0,0
233,0,1,15089,0,0,0,0
234,0,1,0,0,0,0,0
235,0,1,0,0,0,0,0
236,0,1,0,0,0,0,0
237,0,1,0,0,0,0,0
238,0,1,0,0,0,0,0
239,0,1,0,0,0,0,0
240,0,1,0,0,0,0,0
241,0,1,0,0,0,0,0
242,0,1,0,0,0,0,0
243,0,1,0,0,0,0,0
244,0,1,10431,0,0,0,0
245,0,1,0,0,0,0,0
246,0,1,0,0,0,0,0
247,0,1,0,0,0,0,0
