Image,ImageNumber,HighReferenceImage,Pipeline,Parameter,EdgeDetector,EdgeCount,EdgeDensity,ComponentCount,SmallComponentPercent,SignificantComponentPercent,JaccardToHigh,EdgeCountRatioToOriginal,Comment
547_low.png,547,547_high.png,Original low-light,"",Sobel,8789,3.66208333333333,1056,72.9166666666667,4.45075757575758,0.291328210757409,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.291).
547_low.png,547,547_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Sobel,8303,3.45958333333333,1005,78.1094527363184,5.37313432835821,0.298720956633618,0.944703606781204,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.299).
547_low.png,547,547_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Sobel,7257,3.02375,694,65.7060518731988,7.63688760806916,0.261369863013699,0.825691204915235,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.261).
547_low.png,547,547_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Sobel,7057,2.94041666666667,885,78.8700564971751,5.87570621468927,0.212402864543654,0.802935487541245,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.212).
547_low.png,547,547_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",Sobel,6951,2.89625,869,78.9413118527043,5.86881472957422,0.211712402268895,0.79087495733303,Pipeline 3 - Retinex sigma 30: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.212).
547_low.png,547,547_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",Sobel,6862,2.85916666666667,864,79.2824074074074,5.55555555555556,0.209339898445915,0.780748663101604,Pipeline 3 - Retinex sigma 60: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.209).
547_low.png,547,547_high.png,Original low-light,"",Canny,25959,10.81625,432,14.5833333333333,54.1666666666667,0.383451115686384,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.383).
547_low.png,547,547_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Canny,25362,10.5675,480,17.5,49.7916666666667,0.379933147945282,0.977002195770253,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.380).
547_low.png,547,547_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Canny,28490,11.8708333333333,579,15.0259067357513,49.740932642487,0.331269744216855,1.09749990369429,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.331).
547_low.png,547,547_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Canny,26652,11.105,574,21.7770034843206,41.98606271777,0.309600498727207,1.02669594360337,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι μέτρια (Jaccard 0.310).
