IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,1142,0.00475833333333333,0,7,9,20,2
1,3631,0.0198875,1142,45,34,59,37
2,2996,0.0323708333333333,0,567,407,169,113
3,2569,0.043075,0,859,929,209,1114
4,2917,0.0552291666666667,0,176,247,279,198
5,3462,0.0696541666666667,3631,1129,977,302,413
6,4278,0.0874791666666667,0,2256,2204,670,1329
7,5119,0.108808333333333,0,803,1283,568,2615
8,5638,0.1323,2996,1003,818,595,600
9,6762,0.160475,0,1426,1353,502,909
10,7966,0.193666666666667,0,1356,1978,465,2546
11,8694,0.229891666666667,2569,701,807,558,1093
12,8749,0.266345833333333,0,1386,1040,721,1120
13,8956,0.3036625,0,1145,1673,1022,1617
14,9636,0.3438125,2917,829,1594,1361,2062
15,10209,0.38635,0,1372,1103,1021,1606
16,11414,0.433908333333333,0,1106,1429,1085,1896
17,13592,0.490541666666667,3462,1075,2087,792,2045
18,15074,0.55335,0,875,1548,746,2373
19,14408,0.613383333333333,0,2041,1657,685,2316
20,12761,0.666554166666667,0,1242,2248,867,2932
21,11179,0.713133333333333,0,1323,2768,950,3365
22,9844,0.75415,4278,2237,2354,1257,3427
23,8588,0.789933333333333,0,1995,2837,1332,4249
24,7357,0.8205875,0,1984,3955,1107,4604
25,5497,0.843491666666667,0,1635,3632,1109,5202
26,3941,0.8599125,0,3252,3544,933,5505
27,3428,0.874195833333333,5119,2267,4705,1027,5803
28,3706,0.8896375,0,3253,4914,1053,5921
29,3618,0.9047125,0,1734,4380,1245,6067
30,3282,0.9183875,0,3772,5016,1451,6224
31,3281,0.932058333333333,0,2987,5359,1995,5851
32,3990,0.948683333333333,0,4256,4968,1360,6301
33,4096,0.96575,5638,3306,4316,1361,5808
34,3669,0.9810375,0,3256,5407,1676,5728
35,2427,0.99115,0,4677,5611,1585,5506
36,1271,0.996445833333333,0,3862,4436,1521,5453
37,592,0.9989125,0,3775,4350,1805,5421
38,197,0.999733333333333,0,4225,5690,1908,4999
39,53,0.999954166666667,0,5400,4949,1987,5271
40,9,0.999991666666667,0,3710,4180,2333,4825
41,1,0.999995833333333,6762,3751,4598,1759,4694
42,0,0.999995833333333,0,4783,5650,2166,4499
43,0,0.999995833333333,0,4230,4088,2041,4476
44,0,0.999995833333333,0,3781,3728,2142,4155
45,0,0.999995833333333,0,4297,4820,2052,3955
46,0,0.999995833333333,0,4784,4685,2232,3854
47,0,0.999995833333333,0,4091,3750,2417,3682
48,0,0.999995833333333,0,3641,4029,2469,3561
49,0,0.999995833333333,7966,4234,4844,2460,3200
50,0,0.999995833333333,0,4567,3751,2215,3145
51,0,0.999995833333333,0,4067,3558,2626,2910
52,0,0.999995833333333,0,3876,4002,2428,2924
53,0,0.999995833333333,0,4159,3967,2332,2554
54,1,1,0,4225,3054,2305,2558
55,0,1,0,3657,3173,2393,2542
56,0,1,0,3548,3265,2509,2370
57,0,1,0,3935,2916,2591,2147
58,0,1,8694,3427,2347,2455,2195
59,0,1,0,3277,2571,2469,2146
60,0,1,0,3222,2407,2699,2024
61,0,1,0,3386,2139,2357,2042
62,0,1,0,2738,2031,2438,2061
63,0,1,0,3111,1926,2417,1901
64,0,1,0,2886,1752,2422,1796
65,0,1,0,2537,1574,2671,1886
66,0,1,0,2449,1620,2622,1861
67,0,1,0,2232,1347,2383,1796
68,0,1,8749,2177,1402,2507,1750
69,0,1,0,2092,1435,2610,1731
70,0,1,0,1884,1289,2422,1714
71,0,1,0,1838,1228,2404,1619
72,0,1,0,2102,1253,2407,1511
73,0,1,0,1419,1348,2375,1388
74,0,1,0,1527,1326,2544,1421
75,0,1,0,1717,1371,2605,1266
76,0,1,0,1530,1496,2336,1157
77,0,1,8956,1218,1507,2399,998
78,0,1,0,1369,1474,2219,981
79,0,1,0,1542,1481,2200,977
80,0,1,0,1202,1564,2245,824
81,0,1,0,1288,1664,2240,763
82,0,1,0,1452,1459,2164,762
83,0,1,0,1562,1449,2405,647
84,0,1,0,1566,1584,2079,622
85,0,1,0,1572,1421,2060,586
86,0,1,0,1465,1137,2177,585
87,0,1,0,1714,1126,1969,507
88,0,1,9636,1818,1152,1949,504
89,0,1,0,1425,854,2041,502
90,0,1,0,1674,753,2025,457
91,0,1,0,1529,930,2161,410
92,0,1,0,1284,666,1958,405
93,0,1,0,1379,569,1776,434
94,0,1,0,1305,554,1705,333
95,0,1,0,1181,674,1870,329
96,0,1,0,1064,442,1764,318
97,0,1,0,973,444,1714,320
98,0,1,10209,957,451,1779,278
99,0,1,0,842,424,1806,267
100,0,1,0,808,382,1770,250
101,0,1,0,785,355,1573,184
102,0,1,0,696,341,1448,197
103,0,1,0,594,311,1692,169
104,0,1,0,598,306,1649,173
105,0,1,0,641,244,1434,147
106,0,1,0,516,222,1590,146
107,0,1,0,455,274,1475,131
108,0,1,0,457,163,1571,125
109,0,1,0,415,164,1520,99
110,0,1,0,376,155,1368,79
111,0,1,11414,390,147,1336,81
112,0,1,0,339,99,1397,77
113,0,1,0,282,97,1377,51
114,0,1,0,284,123,1272,60
115,0,1,0,258,46,1251,59
116,0,1,0,240,79,1259,40
117,0,1,0,152,44,1368,37
118,0,1,0,161,35,1205,31
119,0,1,0,118,32,1156,33
120,0,1,0,111,36,1177,22
121,0,1,0,90,22,1343,10
122,0,1,0,74,8,1115,6
123,0,1,0,58,0,1070,7
124,0,1,0,57,0,1131,7
125,0,1,13592,53,0,1277,5
126,0,1,0,37,0,1042,6
127,0,1,0,36,0,957,2
128,0,1,0,28,0,1002,0
129,0,1,0,17,0,1052,0
130,0,1,0,8,0,1156,0
131,0,1,0,3,0,933,0
132,0,1,0,0,0,939,0
133,0,1,0,0,0,875,0
134,0,1,0,0,0,843,0
135,0,1,0,0,0,766,0
136,0,1,0,0,0,814,0
137,0,1,0,0,0,823,0
138,0,1,0,0,0,871,0
139,0,1,0,0,0,859,0
140,0,1,0,0,0,720,0
141,0,1,15074,0,0,676,0
142,0,1,0,0,0,631,0
143,0,1,0,0,0,581,0
144,0,1,0,0,0,594,0
145,0,1,0,0,0,644,0
146,0,1,0,0,0,681,0
147,0,1,0,0,0,536,0
148,0,1,0,0,0,633,0
149,0,1,0,0,0,466,0
150,0,1,0,0,0,427,0
151,0,1,0,0,0,476,0
152,0,1,0,0,0,429,0
153,0,1,0,0,0,424,0
154,0,1,0,0,0,412,0
155,0,1,0,0,0,376,0
156,0,1,0,0,0,453,0
157,0,1,14408,0,0,430,0
158,0,1,0,0,0,295,0
159,0,1,0,0,0,282,0
160,0,1,0,0,0,264,0
161,0,1,0,0,0,273,0
162,0,1,0,0,0,287,0
163,0,1,0,0,0,270,0
164,0,1,0,0,0,257,0
165,0,1,0,0,0,335,0
166,0,1,0,0,0,276,0
167,0,1,0,0,0,224,0
168,0,1,0,0,0,210,0
