Image,ImageNumber,HighReferenceImage,NoiseType,Stage,Method,Sequence,Parameters,MSE,PSNR,MAE,StdContrast,GradientMean,GradientRatio,EdgeCorrelation,DarkPixelPercent,SaturatedPixelPercent,Comment
665_low.png,665,665_high.png,Gaussian noise,Noisy image,No filtering,,"",0.00292113636668185,25.3444816849202,0.0395573635112836,0.0376602825295317,0.0192445652340761,5.47828128290365,0.106104945052877,99.9970833333333,0,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
665_low.png,665,665_high.png,Gaussian noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.000667614456913834,31.754742674243,0.0210600671787167,0.0171664563201339,0.00754422747196148,2.14758814506408,0.186710216428621,99.9995833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.41 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
665_low.png,665,665_high.png,Gaussian noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.000589743149845623,32.2933709495534,0.0200141638222401,0.0160505062175828,0.00663826161753242,1.88969009837397,0.20456477745981,100,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.95 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Gaussian filter είναι φυσική επιλογή για Gaussian θόρυβο."
665_low.png,665,665_high.png,Gaussian noise,Denoising,Median filter,filter only,"3x3 median",0.00067288028211769,31.7206219794637,0.0200041981978256,0.0229939142451277,0.010577466512056,3.01104941102706,0.150206400489539,99.9995833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.38 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
665_low.png,665,665_high.png,Gaussian noise,Denoising,Wiener filter,filter only,"5x5 adaptive Wiener",0.000603474474041692,32.1934109510647,0.0196531276336019,0.0163126849116838,0.0050701301906027,1.44329575582625,0.2211585627005,99.99875,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.85 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
665_low.png,665,665_high.png,Gaussian noise,Final enhanced image,Gaussian filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0435606486566952,13.6090566183807,0.192872565172782,0.0773663119943123,0.0318477678541122,2.34166725364925,0.154470718845749,6.3775,0,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 13.61 dB."
665_low.png,665,665_high.png,Gaussian noise,Final enhanced image,Gaussian filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.00454675448889683,23.4229849576102,0.0535716258961876,0.0477669117718169,0.0196068627685469,1.44163159886801,0.147981808174128,92.7583333333333,0,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 23.42 dB."
665_low.png,665,665_high.png,Gaussian noise,Final enhanced image,Median filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0290350187507075,15.370778891648,0.141064354326214,0.129164754259154,0.0591905185125275,4.35209461341916,0.115736189528057,41.095,0.000416666666666667,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 15.37 dB."
665_low.png,665,665_high.png,Gaussian noise,Final enhanced image,Median filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.00938311029475628,20.2765317868411,0.0763921819763455,0.0797802613827681,0.0365597803007189,2.68812686411711,0.115736189528057,84.4708333333333,0,"Η σειρά πρώτα ενίσχυση και μετά αποθορυβοποίηση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 20.28 dB."
665_low.png,665,665_high.png,Salt & Pepper noise,Noisy image,No filtering,,"",0.0236481417830749,16.2620297945313,0.0250574727668845,0.102826381029222,0.0377976430520939,10.7597193260314,0.0392623180371789,95.0408333333333,0.00125,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
