IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,177,0.0007375,177,25,18,35,5
1,1348,0.00635416666666667,1348,166,54,119,34
2,2464,0.0166208333333333,0,315,211,283,118
3,3587,0.0315666666666667,0,284,317,403,242
4,4921,0.0520708333333333,2464,869,480,314,392
5,6095,0.0774666666666667,0,905,621,296,487
6,6706,0.105408333333333,0,991,1312,334,1120
7,6319,0.1317375,0,821,973,593,1064
8,7180,0.161654166666667,3587,1289,901,657,1147
9,9203,0.2,0,1713,1654,601,1614
10,11969,0.249870833333333,0,1228,1928,804,1835
11,14791,0.3115,0,1389,1415,897,1741
12,16712,0.381133333333333,0,1965,1710,806,2294
13,16818,0.451208333333333,4921,1963,2651,661,2665
14,16406,0.519566666666667,0,1348,2351,758,2581
15,14913,0.581704166666667,0,2847,2169,861,2983
16,13407,0.637566666666667,0,2491,2633,957,3426
17,11450,0.685275,0,1655,3064,825,3282
18,10047,0.7271375,0,2987,3272,944,3460
19,9617,0.767208333333333,6095,2984,2961,1279,4054
20,9638,0.807366666666667,0,2026,3233,1390,4259
21,9154,0.845508333333333,0,2579,3829,1093,4241
22,7500,0.876758333333333,0,4312,3527,1088,4467
23,5400,0.899258333333333,0,2508,3388,1140,5056
24,3848,0.915291666666667,0,2742,3978,1209,5099
25,2519,0.9257875,0,3557,4783,1248,4840
26,2288,0.935320833333333,6706,3819,3819,1254,5480
27,2346,0.945095833333333,0,2742,4512,1258,5582
28,2103,0.953858333333333,0,4056,5018,1933,5614
29,1661,0.960779166666667,0,4739,4744,1748,5643
30,1419,0.966691666666667,0,3468,4293,1468,5748
31,1247,0.9718875,0,3899,5136,1537,5831
32,1169,0.976758333333333,0,4771,5283,1565,5406
33,1204,0.981775,6319,4926,4545,1593,5741
34,1002,0.98595,0,3949,4957,1543,5692
35,746,0.989058333333333,0,4413,4969,1591,5509
36,431,0.990854166666667,0,5678,4711,1883,5293
37,256,0.991920833333333,0,5002,4577,2416,5492
38,161,0.992591666666667,0,4095,5040,2117,5303
39,92,0.992975,0,4627,4855,1961,4949
40,78,0.9933,0,5435,4632,1864,5150
41,64,0.993566666666667,7180,4684,4881,2054,4938
42,68,0.99385,0,4121,4820,2029,4659
43,56,0.994083333333333,0,5085,4411,1892,4592
44,42,0.994258333333333,0,4223,4205,1887,4358
45,39,0.994420833333333,0,4013,4453,2225,4167
46,43,0.9946,0,4040,4595,2594,3948
47,33,0.9947375,0,4034,3919,2272,3828
48,36,0.9948875,0,3649,4015,2194,3340
49,23,0.994983333333333,0,3309,4084,2203,3415
50,21,0.995070833333333,0,3839,3775,2208,3211
51,30,0.995195833333333,9203,3075,3554,2185,2943
52,27,0.995308333333333,0,3123,3596,2068,2868
53,25,0.9954125,0,3365,3645,2253,2711
54,23,0.995508333333333,0,3259,3198,2709,2548
55,21,0.995595833333333,0,2694,3256,2701,2323
56,11,0.995641666666667,0,2810,3014,2384,2308
57,16,0.995708333333333,0,3278,2942,2179,2092
58,13,0.9957625,0,2727,2782,2303,1959
59,20,0.995845833333333,0,2595,2468,2303,1801
60,15,0.995908333333333,0,2974,2287,2275,1667
61,11,0.995954166666667,0,3076,2248,2188,1601
62,13,0.996008333333333,0,2591,2224,2372,1532
63,10,0.99605,11969,2656,1955,2686,1321
64,13,0.996104166666667,0,3168,1868,2473,1293
65,11,0.99615,0,2631,1892,2154,1280
66,13,0.996204166666667,0,2410,1669,2196,1148
67,9,0.996241666666667,0,2700,1457,2255,986
68,10,0.996283333333333,0,2622,1461,2263,955
69,10,0.996325,0,1909,1460,2230,911
70,9,0.9963625,0,2019,1354,2248,862
71,7,0.996391666666667,0,2233,1179,2305,808
72,5,0.9964125,0,1653,1044,2453,795
73,12,0.9964625,0,1430,1073,2277,729
74,10,0.996504166666667,0,1577,977,1994,692
75,6,0.996529166666667,0,1491,912,2119,677
76,6,0.996554166666667,0,1001,834,2364,578
77,9,0.996591666666667,0,974,802,2405,612
78,14,0.99665,0,1134,742,2163,594
79,1,0.996654166666667,14791,867,700,2092,581
80,17,0.996725,0,742,711,2162,529
81,6,0.99675,0,770,598,2262,505
82,7,0.996779166666667,0,989,728,2028,560
83,6,0.996804166666667,0,599,591,1900,593
