Image,ImageNumber,HighReferenceImage,NoiseType,Stage,Method,Sequence,Parameters,MSE,PSNR,MAE,StdContrast,GradientMean,GradientRatio,EdgeCorrelation,DarkPixelPercent,SaturatedPixelPercent,Comment
22_low.png,22,22_high.png,Gaussian noise,Noisy image,No filtering,,"",0.00375961932217695,24.248561270531,0.0469503683281033,0.0580460748627379,0.0221930413885503,4.59581526420851,0.191398906739399,99.6291666666667,0,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
22_low.png,22,22_high.png,Gaussian noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.00064102434627049,31.9312547555118,0.0204782791082783,0.0436103703893425,0.00909720478293015,1.88388206334761,0.378559386852281,99.99625,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 7.68 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
22_low.png,22,22_high.png,Gaussian noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.000535175421075006,32.7150384056276,0.0187975081879492,0.0430077660672978,0.00807446276134661,1.67208894712488,0.412781625818467,99.9979166666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.47 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Gaussian filter είναι φυσική επιλογή για Gaussian θόρυβο."
22_low.png,22,22_high.png,Gaussian noise,Denoising,Median filter,filter only,"3x3 median",0.000782811635969483,31.0634272747012,0.0217171845566523,0.0508196196620314,0.011635873454551,2.40959875208512,0.338616859107652,99.9933333333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 6.81 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
22_low.png,22,22_high.png,Gaussian noise,Denoising,Wiener filter,filter only,"5x5 adaptive Wiener",0.00060058977781617,32.2142206387165,0.0195841522148684,0.0430710294890135,0.00649108996648772,1.34419838304477,0.339936396864269,99.9866666666667,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 7.97 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
22_low.png,22,22_high.png,Gaussian noise,Final enhanced image,Gaussian filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0106493591537629,19.7267652596782,0.0776516265826883,0.152217396361552,0.0288798103666445,1.43302923723559,0.400993425017258,12.6770833333333,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 19.73 dB."
22_low.png,22,22_high.png,Gaussian noise,Final enhanced image,Gaussian filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.02085554503098,16.8077845598098,0.126532009688477,0.120940694718403,0.0225465480515994,1.11876990002663,0.40380436882218,39.9104166666667,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Gaussian filter, το PSNR είναι 16.81 dB."
22_low.png,22,22_high.png,Gaussian noise,Final enhanced image,Median filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0135415735654425,18.6833086659023,0.089565785022515,0.199078750628999,0.046737935377722,2.31915746793337,0.350036688478902,27.9583333333333,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 18.68 dB."
22_low.png,22,22_high.png,Gaussian noise,Final enhanced image,Median filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.0220293141230984,16.5699902428322,0.127340288208916,0.148952090738475,0.0349696447728125,1.73520957163423,0.3500366884789,37.9379166666667,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Gaussian noise με Median filter, το PSNR είναι 16.57 dB."
22_low.png,22,22_high.png,Salt & Pepper noise,Noisy image,No filtering,,"",0.0214983374556794,16.6759512435148,0.0248500490196078,0.108029801201597,0.0373585613968887,7.73634598839933,0.077347752514547,95.0725,0.000833333333333333,"Εικόνα μετά την τεχνητή προσθήκη θορύβου."
22_low.png,22,22_high.png,Salt & Pepper noise,Denoising,Mean filter,filter only,"3x3 average kernel",0.00285993799604352,25.436433823493,0.0277706905107722,0.0575733677470674,0.018513432580993,3.83382856630543,0.131194059874894,99.52,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 8.76 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το mean filter εξομαλύνει τον θόρυβο αλλά συχνά θολώνει περισσότερο τις λεπτομέρειες."
22_low.png,22,22_high.png,Salt & Pepper noise,Denoising,Gaussian filter,filter only,"sigma=1.0, filter size=5",0.00225623688079967,26.4661530600805,0.0258114591720426,0.0551346914422485,0.0162841962550705,3.37219024667032,0.144520836575362,99.6445833333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 9.79 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Η καταλληλότητα εξαρτάται από το είδος του θορύβου και τη λεπτομέρεια της εικόνας."
22_low.png,22,22_high.png,Salt & Pepper noise,Denoising,Median filter,filter only,"3x3 median",5.80840488700924e-05,42.3594311784772,0.0046046459694989,0.0506144450331187,0.00346496487452265,0.717537456064632,0.914533980088049,100,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 25.68 dB. Παρατηρείται πιθανή θόλωση λεπτομερειών και ακμών. Το median filter είναι ιδιαίτερα κατάλληλο για Salt & Pepper θόρυβο."
22_low.png,22,22_high.png,Salt & Pepper noise,Denoising,Wiener filter,filter only,"5x5 adaptive Wiener",0.00758366617806291,21.2012079225965,0.0263896627176424,0.0733408252911357,0.0210588584419959,4.3609445582552,0.0535568546940256,96.6433333333333,0,"Το φίλτρο μειώνει αισθητά τον θόρυβο, με κέρδος PSNR 4.53 dB. Οι ακμές παραμένουν έντονες, αλλά μπορεί να παραμένει και θόρυβος. Το Wiener filter προσαρμόζεται στην τοπική διακύμανση της εικόνας."
22_low.png,22,22_high.png,Salt & Pepper noise,Final enhanced image,Gaussian filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0195335603601915,17.0921859112791,0.117056011801564,0.135308909524096,0.0355697370852844,1.76498642327885,0.235204400741527,28.3129166666667,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Gaussian filter, το PSNR είναι 17.09 dB."
22_low.png,22,22_high.png,Salt & Pepper noise,Final enhanced image,Gaussian filter,enhance -> denoise,"gamma 0.6 + contrast stretch",0.0492608748241476,13.0749787979033,0.194731525568331,0.0946434462009502,0.0165922686168955,0.823315864550823,0.402627343999926,54.9729166666667,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Gaussian filter, το PSNR είναι 13.07 dB."
22_low.png,22,22_high.png,Salt & Pepper noise,Final enhanced image,Median filter,denoise -> enhance,"gamma 0.6 + contrast stretch",0.0523416228084209,12.811528165487,0.203421922249648,0.0969629837742565,0.00701156139833131,0.347916844152348,0.902333805190922,56.81,0,"Η σειρά πρώτα αποθορυβοποίηση και μετά ενίσχυση δίνει καλύτερη ποσοτική προσέγγιση στην καθαρή βελτιωμένη εικόνα. Για Salt & Pepper noise με Median filter, το PSNR είναι 12.81 dB."
