Image,ImageNumber,HighReferenceImage,Pipeline,Parameter,EdgeDetector,EdgeCount,EdgeDensity,ComponentCount,SmallComponentPercent,SignificantComponentPercent,JaccardToHigh,EdgeCountRatioToOriginal,Comment
179_low.png,179,179_high.png,Original low-light,"",Sobel,8920,3.71666666666667,1275,69.8823529411765,5.96078431372549,0.686150302332278,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.686).
179_low.png,179,179_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Sobel,9170,3.82083333333333,1370,71.4598540145985,5.54744525547445,0.637683823529412,1.0280269058296,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.638).
179_low.png,179,179_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Sobel,7769,3.23708333333333,903,62.7906976744186,8.19490586932447,0.390917563331356,0.870964125560538,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.391).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Sobel,9090,3.7875,1222,68.657937806874,6.95581014729951,0.505005939249958,1.01905829596413,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.505).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",Sobel,9087,3.78625,1234,67.8282009724473,6.88816855753647,0.518277544730759,1.01872197309417,Pipeline 3 - Retinex sigma 30: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.518).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",Sobel,9125,3.80208333333333,1272,69.1823899371069,6.36792452830189,0.522312633832976,1.02298206278027,Pipeline 3 - Retinex sigma 60: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Τα πολλά μικρά components δείχνουν θορυβώδες edge map. Οι σημαντικές συνεχόμενες ακμές παραμένουν περιορισμένες. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.522).
179_low.png,179,179_high.png,Original low-light,"",Canny,25253,10.5220833333333,786,26.0814249363868,36.5139949109415,0.603668023967954,1,Original low-light: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.604).
179_low.png,179,179_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",Canny,27229,11.3454166666667,881,27.2417707150965,34.3927355278093,0.582535547255093,1.07824812893518,Pipeline 1 - Gamma + stretch: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.583).
179_low.png,179,179_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",Canny,23556,9.815,692,24.8554913294798,39.1618497109827,0.464167136503164,0.932800063358809,Pipeline 2 - Median + CLAHE + unsharp: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.464).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",Canny,24984,10.41,865,29.9421965317919,32.2543352601156,0.490916406177463,0.989347800261355,Pipeline 3 - Retinex sigma 15: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.491).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",Canny,24855,10.35625,871,30.0803673938002,31.8025258323766,0.500530951339871,0.98423949629747,Pipeline 3 - Retinex sigma 30: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.501).
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",Canny,22639,9.43291666666667,736,27.8532608695652,34.1032608695652,0.494082743781176,0.896487546034135,Pipeline 3 - Retinex sigma 60: Το πλήθος ακμών μένει κοντά στην αρχική low-light εικόνα. Το edge map έχει λιγότερα μικρά θραύσματα και φαίνεται πιο καθαρό. Οι μεγαλύτερες συνδεδεμένες ακμές βοηθούν στην ορατότητα σημαντικών αντικειμένων. Η συμφωνία με τις ακμές της φωτεινής αναφοράς είναι σχετικά καλή (Jaccard 0.494).
