IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,10438,0.0434916666666667,0,0,0,5,0
1,25486,0.149683333333333,0,35,48,115,20
2,23252,0.246566666666667,0,88,197,98,110
3,18735,0.324629166666667,0,686,1423,208,973
4,15695,0.390025,0,9775,9068,175,9610
5,12371,0.441570833333333,0,451,818,340,507
6,9736,0.4821375,0,635,1593,599,1257
7,8567,0.517833333333333,0,24651,23539,1363,24127
8,7287,0.548195833333333,0,434,829,3268,765
9,6175,0.573925,0,981,1701,6114,1719
10,5758,0.597916666666667,0,2903,4031,391,3239
11,5943,0.622679166666667,10438,19500,17839,501,18923
12,6127,0.648208333333333,0,964,1994,571,1709
13,6605,0.675729166666667,0,1741,3154,784,3286
14,7007,0.704925,0,16123,14201,1584,14731
15,6934,0.733816666666667,0,596,1922,2284,1668
16,6748,0.761933333333333,0,2016,3138,4205,2873
17,6322,0.788275,0,3965,3981,17312,4359
18,5837,0.812595833333333,0,10134,8832,727,9198
19,5523,0.835608333333333,0,1158,2560,764,2261
20,5054,0.856666666666667,0,2761,3583,806,3459
21,4097,0.8737375,0,8626,6793,1007,4576
22,3504,0.8883375,0,1601,2687,1626,5754
23,3292,0.902054166666667,0,1662,3084,2576,2734
24,3409,0.916258333333333,0,2757,3118,2951,3699
25,3041,0.928929166666667,0,6487,5739,4864,6211
26,2702,0.9401875,0,1253,2955,11682,2946
27,2314,0.949829166666667,0,1882,3122,1376,3208
28,2170,0.958870833333333,0,5743,4695,1301,3912
29,1929,0.966908333333333,0,1719,2796,1313,4611
30,1743,0.974170833333333,0,1231,2843,1481,2726
31,1371,0.979883333333333,0,1703,2343,2435,2980
32,971,0.983929166666667,0,4740,3373,2794,3579
33,728,0.9869625,0,1299,2283,2969,3007
34,606,0.9894875,0,1231,1974,5359,2318
35,439,0.991316666666667,0,4232,2450,5850,2576
36,399,0.992979166666667,0,1364,2099,1594,2665
37,312,0.994279166666667,0,1159,1842,1695,1960
