IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,10619,0.0442458333333333,0,0,0,0,0
1,24012,0.144295833333333,0,22,18,23,14
2,19859,0.227041666666667,0,180,54,94,32
3,14233,0.286345833333333,0,1122,1169,117,1455
4,10860,0.331595833333333,0,9730,9651,278,9327
5,8637,0.367583333333333,0,488,293,207,325
6,7465,0.3986875,0,838,1221,256,1079
7,6134,0.424245833333333,0,23240,23079,435,23180
8,5184,0.445845833333333,0,621,622,970,792
9,5013,0.466733333333333,0,940,1068,9497,1093
10,5044,0.48775,0,1653,4073,386,3110
11,5226,0.509525,10619,17964,16272,557,17231
12,5805,0.5337125,0,1103,1317,598,1792
13,7224,0.5638125,0,1201,2613,651,2224
14,9431,0.603108333333333,0,12005,11312,668,11525
15,10087,0.6451375,0,1053,1445,1091,2025
16,9848,0.686170833333334,0,1156,1835,1911,2163
17,10803,0.731183333333334,0,1659,3417,20721,2954
18,13449,0.787220833333333,0,7812,6084,644,6585
19,15114,0.850195833333333,0,1073,1710,903,2332
20,14085,0.908883333333333,0,1592,2420,971,2178
21,9473,0.948354166666667,0,5895,4729,889,3329
22,4546,0.967295833333333,0,970,1723,927,3864
23,2071,0.975925,0,1083,1730,1211,2572
24,1226,0.981033333333334,0,1709,2490,1710,2835
25,904,0.9848,0,4040,2933,2778,3792
26,673,0.987604166666667,0,744,1821,14489,3218
27,518,0.9897625,0,1449,2157,1052,3395
28,404,0.991445833333334,0,3622,2719,1008,3665
29,286,0.9926375,0,720,2171,921,4412
30,241,0.993641666666667,0,993,2444,1000,4466
31,288,0.994841666666667,0,2065,2585,1228,4144
32,355,0.996320833333334,0,2364,2809,1588,4155
33,348,0.997770833333334,0,1123,2812,1880,5028
34,237,0.998758333333334,0,2173,2984,2400,4722
35,135,0.999320833333334,0,2560,3102,8145,4265
36,86,0.999679166666667,0,1430,3165,1212,4427
37,34,0.999820833333334,24012,1913,3169,1176,4850
38,21,0.999908333333334,0,2417,3342,1215,4226
39,10,0.999950000000001,0,2525,3336,1277,4068
40,3,0.999962500000001,0,1820,3506,1523,4161
41,5,0.999983333333334,0,2930,3614,1733,4282
42,0,0.999983333333334,0,2772,3767,2129,3925
43,1,0.999987500000001,0,1954,3708,5430,4114
44,1,0.999991666666667,0,2733,3817,1793,4196
45,0,0.999991666666667,0,3180,4147,1312,3903
46,0,0.999991666666667,0,2820,4116,1337,3903
47,0,0.999991666666667,0,2978,4154,1488,3908
48,1,0.999995833333334,0,3780,4359,1533,3849
49,0,0.999995833333334,0,3638,4755,1771,3750
50,0,0.999995833333334,0,4006,4568,2066,3521
51,0,0.999995833333334,0,4131,4431,2186,3350
52,0,0.999995833333334,0,4335,4010,3018,3078
53,0,0.999995833333334,0,4630,4546,1729,2900
54,0,0.999995833333334,0,4325,4130,1566,2595
55,0,0.999995833333334,0,4224,3597,1463,2324
56,0,0.999995833333334,0,4693,3263,1570,2040
57,0,0.999995833333334,0,4712,3288,1873,1827
58,0,0.999995833333334,19859,3880,2857,2097,1570
59,0,0.999995833333334,0,4148,2520,1988,1396
60,0,0.999995833333334,0,4607,2192,2188,1188
61,0,0.999995833333334,0,2908,2173,1894,1021
62,0,0.999995833333334,0,2765,2012,1655,863
63,0,0.999995833333334,0,4437,1644,1624,739
64,0,0.999995833333334,0,2366,1533,1718,625
65,0,0.999995833333334,0,2088,1422,1723,507
66,0,0.999995833333334,0,3052,1171,2120,436
67,0,0.999995833333334,0,2694,996,2061,395
68,1,1,0,1790,891,1888,315
69,0,1,0,1504,715,1875,239
70,0,1,0,2742,579,1752,231
71,0,1,0,1597,695,1739,223
72,0,1,0,1012,442,1793,155
73,0,1,14233,1703,387,1848,137
74,0,1,0,1038,475,1862,137
75,0,1,0,441,268,1922,171
76,0,1,0,505,260,1920,92
77,0,1,0,1038,247,1962,127
78,0,1,0,186,408,1838,107
79,0,1,0,274,195,1879,119
80,0,1,0,569,168,1899,72
81,0,1,0,38,311,1864,105
82,0,1,0,162,149,1875,87
83,0,1,0,205,148,1907,61
84,0,1,0,321,96,1964,53
85,0,1,10860,89,179,1919,60
86,0,1,0,147,109,1872,38
87,0,1,0,293,70,1727,48
88,0,1,0,53,65,1784,38
89,0,1,0,76,112,1809,28
90,0,1,0,94,75,1934,23
91,0,1,0,216,60,1848,17
92,0,1,0,58,30,1856,25
93,0,1,0,71,33,1844,24
94,0,1,8637,122,51,1682,14
95,0,1,0,42,25,1668,14
96,0,1,0,34,29,1714,6
97,0,1,0,83,27,1703,6
98,0,1,0,8,37,1849,3
99,0,1,0,86,22,1904,2
100,0,1,0,6,24,1781,5
101,0,1,0,6,22,1715,3
102,0,1,7465,123,26,1675,0
103,0,1,0,10,32,1532,0
104,0,1,0,10,24,1305,0
105,0,1,0,11,16,1409,0
106,0,1,0,207,19,1529,0
107,0,1,0,21,20,1479,0
108,0,1,6134,19,21,1607,0
109,0,1,0,340,25,1575,0
110,0,1,0,24,31,1363,0
111,0,1,0,40,12,1210,0
112,0,1,0,49,16,1142,0
113,0,1,0,306,20,1026,0
114,0,1,5184,29,13,1194,0
115,0,1,0,49,24,1134,0
116,0,1,0,178,18,1183,0
117,0,1,0,29,9,1055,0
118,0,1,0,16,17,1033,0
119,0,1,5013,56,21,825,0
120,0,1,0,6,6,745,0
121,0,1,0,10,16,724,0
122,0,1,0,0,8,738,0
