IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,80,0.000333333333333333,80,1,0,6,0
1,831,0.00379583333333333,831,112,78,164,25
2,2212,0.0130125,0,198,168,208,97
3,4287,0.030875,2212,565,234,268,194
4,6513,0.0580125,0,580,701,449,419
5,7761,0.09035,0,606,748,543,537
6,7798,0.122841666666667,0,1274,683,478,745
7,8248,0.157208333333333,0,932,1433,666,1175
8,8915,0.194354166666667,4287,1163,1602,565,1383
9,8803,0.231033333333333,0,1882,1308,543,1334
10,8538,0.266608333333333,0,1804,2029,685,2058
11,8519,0.302104166666667,0,1503,2122,727,2191
12,9071,0.3399,0,1868,2247,765,2217
13,9143,0.377995833333333,0,3140,2336,960,2588
14,9108,0.415945833333333,0,2222,2477,1017,2803
15,8512,0.4514125,6513,1504,2583,860,2699
16,7457,0.482483333333333,0,2558,2318,900,2554
17,6330,0.508858333333333,0,2830,2633,846,2931
18,5198,0.530516666666667,0,1897,2536,1004,2735
19,4033,0.547320833333333,0,1429,2329,1150,2647
20,3364,0.5613375,0,3205,2632,1192,2877
21,3250,0.574879166666667,0,2660,2837,1147,2928
22,2956,0.587195833333333,0,1620,2327,1212,2718
23,2627,0.598141666666667,7761,2111,2653,1171,2805
24,2309,0.6077625,0,3657,2775,1188,2921
25,1979,0.616008333333333,0,2191,2735,1268,2802
26,1636,0.622825,0,1267,2066,1125,2687
27,1449,0.6288625,0,3358,2755,1298,2941
28,1386,0.6346375,0,3027,2988,1239,2990
29,1360,0.640304166666667,0,1888,2277,1213,2718
30,1413,0.646191666666667,0,1718,2308,1270,2662
31,1424,0.652125,7798,3701,2738,1177,3017
32,1241,0.657295833333333,0,2275,3014,1302,3081
33,1093,0.66185,0,1319,2134,1481,2779
34,943,0.665779166666667,0,2721,2581,1246,2804
35,869,0.6694,0,3491,2923,1206,3174
36,834,0.672875,0,1948,2595,1155,2942
37,740,0.675958333333333,0,1486,2376,1306,2937
38,709,0.6789125,0,3726,2721,1306,2907
39,705,0.68185,0,2669,3033,1287,2949
40,754,0.684991666666667,8248,1529,2485,1211,2994
41,863,0.6885875,0,2533,2665,1343,2798
42,855,0.69215,0,4002,3101,1623,2797
43,821,0.695570833333333,0,2272,2758,1183,2838
44,617,0.698141666666667,0,1470,2624,1163,2807
45,468,0.700091666666667,0,3806,2749,1152,2722
46,385,0.701695833333333,0,3029,3035,1161,2616
47,340,0.7031125,0,1775,2776,1371,2797
48,377,0.704683333333333,0,2535,2489,1264,2276
49,410,0.706391666666667,0,3856,2702,1283,2388
50,494,0.70845,8915,2377,2711,1471,2463
51,793,0.711754166666667,0,1365,2524,1472,2207
52,1437,0.717741666666667,0,3260,2110,1193,2036
53,2287,0.727270833333333,0,2739,2258,1108,1927
54,3098,0.740179166666667,0,1507,2275,1250,1912
55,4087,0.757208333333333,0,2090,1885,1308,1760
56,4243,0.7748875,0,2999,1718,1219,1461
57,3476,0.789370833333333,0,1809,1881,1187,1519
58,3377,0.803441666666667,0,1179,1635,1392,1591
59,3274,0.817083333333333,8803,2214,1450,1587,1326
60,3089,0.829954166666667,0,1920,1551,1337,1243
61,2839,0.841783333333333,0,1037,1336,1124,1500
62,1964,0.849966666666667,0,1448,1254,1036,1455
63,1183,0.854895833333333,0,1801,1149,1274,1371
64,823,0.858325,0,1068,1385,1190,1533
65,600,0.860825,0,1130,1182,1211,1710
66,534,0.86305,0,990,944,1188,1548
67,465,0.8649875,0,1374,1266,1516,1559
68,375,0.86655,8538,855,1141,1496,1836
69,256,0.867616666666667,0,1050,906,1237,1762
70,154,0.868258333333333,0,1389,1120,1191,1679
71,100,0.868675,0,785,1191,1258,1686
72,78,0.869,0,1048,1079,1274,1788
73,89,0.869370833333333,0,756,873,1179,1725
74,84,0.869720833333333,0,1169,1104,1218,1521
75,64,0.8699875,0,833,1148,1346,1633
76,79,0.870316666666667,0,979,1157,1418,1712
77,78,0.870641666666667,8519,1095,1052,1332,1605
78,68,0.870925,0,608,1163,1485,1512
79,63,0.8711875,0,938,1138,1393,1509
80,55,0.871416666666667,0,845,1103,1345,1448
81,58,0.871658333333333,0,974,1120,1436,1341
82,71,0.871954166666667,0,683,1139,1376,1369
83,60,0.872204166666667,0,1267,1229,1298,1313
84,84,0.872554166666667,0,968,1158,1469,1321
85,72,0.872854166666667,0,727,1130,1569,1295
86,95,0.87325,0,1001,1114,1706,1269
87,134,0.873808333333333,9071,1565,1250,1875,1284
88,341,0.875229166666667,0,689,1273,1442,1194
89,838,0.878720833333333,0,767,1146,1531,1143
90,1593,0.885358333333333,0,1210,1383,1656,1257
91,2515,0.8958375,0,1463,1497,1628,1298
92,3289,0.909541666666667,0,1066,1583,1658,1151
93,4108,0.926658333333333,0,1171,1262,1650,1098
94,4640,0.945991666666667,0,1551,1591,1900,1312
95,4539,0.964904166666667,0,1233,2029,2264,1153
96,3579,0.979816666666667,9143,1276,1679,1931,1099
97,1952,0.98795,0,1301,2009,1705,1178
98,867,0.9915625,0,1970,1917,1840,1236
99,454,0.993454166666667,0,1852,2366,1947,1309
100,401,0.995125,0,1450,2074,1953,1413
101,448,0.996991666666666,0,1966,2483,1969,1248
102,387,0.998604166666667,0,2139,2325,1970,1284
103,223,0.999533333333333,0,2072,2190,2438,1685
104,83,0.999879166666667,0,1562,2215,2287,1646
105,18,0.999954166666667,0,2368,2220,1994,1670
106,5,0.999975,9108,2726,1887,1983,1802
107,0,0.999975,0,1548,1847,2086,1897
108,1,0.999979166666667,0,1815,1901,2234,1982
109,0,0.999979166666667,0,2551,1576,2024,1895
110,1,0.999983333333333,0,2346,1594,1997,1713
111,1,0.9999875,0,1488,1420,2549,1710
112,0,0.9999875,0,2112,1389,2639,1681
113,1,0.999991666666667,0,2923,1180,2090,1326
114,1,0.999995833333333,0,1366,1122,2027,1158
115,0,0.999995833333333,8512,1527,1089,2107,1128
116,1,1,0,1850,1051,2195,982
117,0,1,0,2223,977,1999,900
118,0,1,0,1296,927,1976,804
119,0,1,0,1396,836,2126,823
120,0,1,0,1807,804,2505,655
121,0,1,0,1219,802,2022,692
122,0,1,0,1231,746,1949,663
123,0,1,7457,1245,743,1871,667
124,0,1,0,1152,756,1809,629
125,0,1,0,1157,708,1779,618
126,0,1,0,996,631,1715,637
127,0,1,0,1091,714,1770,667
128,0,1,0,1007,706,1776,622
129,0,1,0,1067,598,2076,619
130,0,1,6330,1060,707,1464,599
131,0,1,0,899,627,1554,515
132,0,1,0,1039,639,1554,508
133,0,1,0,954,628,1496,474
134,0,1,0,802,682,1365,509
135,0,1,5198,924,542,1378,448
136,0,1,0,793,537,1403,450
137,0,1,0,730,613,1521,412
138,0,1,0,567,500,1390,456
139,0,1,0,584,457,1299,424
140,0,1,4033,556,474,1175,420
141,0,1,0,504,465,1131,392
142,0,1,0,464,359,1146,365
143,0,1,3364,462,390,1086,383
144,0,1,0,417,395,1035,376
145,0,1,0,402,372,1038,401
146,0,1,0,373,343,882,341
147,0,1,3250,411,299,826,349
148,0,1,0,349,299,857,327
149,0,1,0,370,317,918,313
150,0,1,2956,382,334,801,306
151,0,1,0,388,302,821,266
152,0,1,0,300,310,718,313
153,0,1,2627,295,347,691,285
154,0,1,0,251,335,667,281
155,0,1,2309,249,326,716,227
156,0,1,0,228,316,720,208
157,0,1,1979,211,313,764,197
158,0,1,0,232,307,666,182
