IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
0,564,0.00235,0,0,0,6,0
1,2471,0.0126458333333333,564,36,35,51,22
2,6060,0.0378958333333333,0,165,78,124,52
3,9082,0.0757375,2471,495,415,196,222
4,7801,0.108241666666667,0,609,695,245,656
5,4188,0.125691666666667,0,749,545,271,595
6,2307,0.135304166666667,0,1231,866,310,509
7,1386,0.141079166666667,0,2020,1984,255,2116
8,1086,0.145604166666667,0,2394,2551,597,2140
9,1145,0.150375,0,1856,1363,611,1287
10,1375,0.156104166666667,6060,2349,2440,847,1895
11,1725,0.163291666666667,0,4183,3677,736,3135
12,1998,0.171616666666667,0,2625,3042,729,3643
13,2249,0.1809875,0,2031,1973,598,1557
14,2532,0.1915375,0,3554,2880,544,3584
15,2570,0.202245833333333,0,2670,3080,585,2533
16,2849,0.214116666666667,0,1346,1635,960,2250
17,2699,0.2253625,0,1503,1686,1290,1278
18,2791,0.236991666666667,0,2455,2011,2198,2368
19,2982,0.249416666666667,9082,1159,1594,1749,1788
20,3194,0.262725,0,975,1044,1312,1100
21,3232,0.276191666666667,0,1488,1321,1048,1215
22,3250,0.289733333333333,0,1016,1083,885,1276
23,3154,0.302875,0,893,828,824,1096
24,2976,0.315275,0,797,817,882,890
25,2908,0.327391666666667,0,1154,1035,1479,1122
26,3188,0.340675,0,711,748,1787,837
27,3825,0.3566125,0,717,670,3147,887
28,5089,0.377816666666667,7801,845,988,1440,856
29,6353,0.4042875,0,627,656,1255,932
30,7442,0.435295833333333,0,703,662,1095,812
31,7979,0.468541666666667,0,874,759,896,807
32,7353,0.499179166666667,4188,626,848,770,852
33,7030,0.528470833333333,0,642,707,975,894
34,8127,0.562333333333333,0,639,752,1502,930
35,10319,0.605329166666667,2307,632,936,1751,869
36,12827,0.658775,1386,687,841,1789,1075
37,14336,0.718508333333333,1086,690,857,1123,1003
38,15210,0.781883333333333,1145,640,974,1101,1183
39,16276,0.8497,0,612,1138,923,1381
40,15089,0.912570833333333,1375,716,1136,906,1651
41,10431,0.956033333333333,0,593,1221,767,1686
